customer_id,age,gender,city,tenure_months,contract_type,phone_service,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,payment_method,paperless_billing,num_support_tickets,avg_resolution_time,satisfaction_score,churn
1237,63,Male,Jakarta,42,Month-to-month,1,Fiber optic,0,0,0,48.31,1993.53,Credit card,1,3,4.6,3.2,1
1238,34,Male,Jakarta,18,One year,1,No,0,0,1,107.09,2002.71,Electronic check,1,0,1.5,1.6,0
1239,49,Female,Bandung,8,One year,0,DSL,0,0,0,57.04,459.58,Bank transfer,0,2,3.5,,0
1240,63,Male,Bandung,27,Month-to-month,1,DSL,1,0,1,102.7,2699.53,Credit card,0,2,10.8,4.0,1
1241,37,Female,Bandung,29,One year,1,Fiber optic,0,0,1,91.56,2698.39,Mailed check,1,0,0.8,2.9,0
1242,39,Male,Semarang,27,Month-to-month,1,DSL,0,0,0,38.91,1155.72,Bank transfer,0,0,1.2,2.5,1
1243,34,Female,Palembang,70,Month-to-month,1,No,0,0,0,87.92,6124.81,Bank transfer,1,5,4.1,2.3,1
1244,28,Male,Makassar,10,One year,1,DSL,0,0,0,47.32,497.88,Electronic check,0,1,0.2,3.4,0
1245,33,Female,Jakarta,0,Month-to-month,1,Fiber optic,1,0,1,88.63,0.0,Bank transfer,1,2,0.7,,1
1246,26,Female,Jakarta,57,Month-to-month,1,No,0,0,1,53.55,3034.41,Electronic check,1,3,1.9,3.0,1
1247,42,Male,Jakarta,4,Month-to-month,0,DSL,0,0,0,50.93,171.48,Credit card,0,2,2.2,3.9,1
1248,31,Female,Jakarta,28,One year,1,Fiber optic,1,1,1,38.3,994.81,Electronic check,0,3,0.4,0.5,0
1249,45,Female,Bandung,49,Two year,1,DSL,1,1,1,72.34,3636.89,Mailed check,1,0,8.3,2.6,0
1250,21,Female,Bandung,8,Month-to-month,1,No,1,0,0,80.25,464.11,Bank transfer,1,2,3.0,4.0,1
1251,46,Female,Jakarta,42,Month-to-month,1,DSL,0,0,0,62.48,2525.97,Electronic check,0,1,2.7,2.4,0
1252,52,Male,Medan,9,Two year,1,DSL,0,0,0,33.45,346.0,Mailed check,0,2,0.8,1.1,0
1253,18,Male,Semarang,37,Month-to-month,0,No,1,0,0,132.8,5040.07,Electronic check,0,3,3.3,3.8,1
1254,46,Male,Jakarta,1,Month-to-month,1,DSL,0,0,1,30.81,66.31,Bank transfer,0,0,0.6,2.5,0
1255,57,Male,Surabaya,25,Month-to-month,1,Fiber optic,1,1,0,135.91,3371.58,Electronic check,0,1,2.6,2.0,1
1256,26,Male,Makassar,27,Two year,1,DSL,0,0,0,130.02,3507.55,Bank transfer,1,1,14.3,3.3,0
1257,63,Female,Bandung,16,One year,1,DSL,0,0,1,64.12,1008.05,Electronic check,1,1,1.1,2.9,0
1258,47,Male,Jakarta,27,One year,0,No,1,0,0,72.59,1940.78,Electronic check,1,0,2.6,3.3,0
1259,32,Male,Jakarta,61,One year,1,DSL,0,1,0,91.53,5725.34,Bank transfer,1,1,0.0,5.3,0
1260,41,Male,Jakarta,31,Month-to-month,0,DSL,0,0,0,85.37,2688.78,Electronic check,0,1,6.1,1.3,1
1261,49,Female,Jakarta,72,Month-to-month,1,Fiber optic,0,0,1,97.66,7009.41,Electronic check,1,0,5.4,4.0,1
1262,42,Female,Semarang,14,One year,1,Fiber optic,0,0,1,123.32,1776.15,Electronic check,0,2,14.2,5.4,0
1263,49,Male,Jakarta,18,Month-to-month,1,Fiber optic,0,0,1,68.19,1427.27,Bank transfer,1,0,2.7,2.5,1
1264,30,Female,Jakarta,7,One year,1,DSL,1,1,0,87.06,481.27,Mailed check,0,3,0.9,0.7,0
1265,44,Male,Jakarta,72,Month-to-month,1,Fiber optic,0,0,0,86.72,6112.71,Electronic check,1,0,6.9,2.3,0
1266,23,Female,Semarang,1,Month-to-month,1,DSL,0,0,0,122.42,18.45,Bank transfer,1,3,5.0,3.6,1
1267,40,Female,Jakarta,10,One year,1,No,0,0,0,22.2,123.16,Bank transfer,0,1,0.3,1.4,0
1268,30,Male,Jakarta,8,Month-to-month,0,Fiber optic,1,0,1,143.62,1186.81,Electronic check,1,3,4.9,2.2,1
1269,32,Female,Bandung,11,Month-to-month,1,Fiber optic,0,1,1,32.87,265.68,Electronic check,0,1,0.2,0.5,0
1270,58,Female,Surabaya,59,Month-to-month,1,DSL,0,0,0,36.22,2089.89,Bank transfer,1,2,2.5,5.3,1
1271,56,Male,Jakarta,11,One year,1,Fiber optic,0,0,1,59.11,468.3,Mailed check,1,0,0.9,,0
1272,49,Female,Jakarta,59,Month-to-month,1,No,0,0,0,88.2,5408.76,Electronic check,1,1,11.3,3.2,1
1273,27,Male,Semarang,13,Month-to-month,1,No,0,1,0,45.92,568.77,Electronic check,0,2,1.1,0.7,1
1274,37,Male,Palembang,46,Month-to-month,1,DSL,1,1,0,41.67,2030.27,Credit card,0,1,0.9,2.9,1
1275,57,Male,Jakarta,17,Month-to-month,1,Fiber optic,0,0,0,102.66,1725.75,Mailed check,1,3,1.6,2.6,1
1276,43,Male,Jakarta,8,Two year,1,DSL,0,1,0,62.21,571.74,Bank transfer,0,2,8.0,5.2,0
1277,72,Male,Jakarta,14,Month-to-month,1,Fiber optic,0,1,1,128.0,1797.63,Electronic check,1,2,1.9,3.5,1
1278,47,Female,Semarang,13,Two year,0,No,0,0,1,53.46,772.7,Mailed check,1,3,1.0,5.0,0
1279,44,Male,Bandung,7,One year,1,No,1,0,0,33.8,345.43,Credit card,1,0,7.1,2.6,0
1280,37,Male,Semarang,8,Month-to-month,1,DSL,0,1,0,69.05,381.98,Electronic check,0,2,6.8,2.7,1
1281,43,Female,Medan,4,Two year,1,DSL,1,0,0,81.02,252.68,Electronic check,1,1,2.4,2.2,1
1282,40,Female,Makassar,9,One year,1,DSL,0,0,0,52.02,502.46,Bank transfer,0,3,0.0,1.0,0
1283,51,Female,Makassar,23,Two year,1,Fiber optic,1,1,0,56.21,1423.27,Electronic check,1,2,0.6,1.9,0
1284,54,Female,Semarang,11,Month-to-month,1,DSL,1,0,0,44.36,475.86,Mailed check,1,1,2.5,2.8,1
1285,31,Female,Surabaya,29,Month-to-month,1,Fiber optic,0,0,0,146.1,4158.25,Mailed check,1,1,0.8,1.5,1
1286,24,Female,Jakarta,72,Month-to-month,1,DSL,0,1,1,101.48,7308.45,Electronic check,1,0,2.5,0.3,1
1287,18,Female,Bandung,11,Month-to-month,1,DSL,0,0,1,101.13,1134.35,Bank transfer,1,1,0.3,2.7,1
1288,48,Female,Bandung,14,Two year,1,No,0,0,0,28.3,374.94,Bank transfer,0,2,2.4,1.7,0
1289,27,Male,Bandung,4,One year,0,Fiber optic,0,0,1,109.7,572.45,Electronic check,0,0,2.4,3.8,1
1290,18,Male,Jakarta,11,One year,1,DSL,0,0,0,69.05,660.22,Bank transfer,0,2,6.4,3.1,1
1291,47,Female,Medan,31,Two year,0,Fiber optic,0,0,1,61.56,1953.88,Credit card,1,2,,2.3,0
1292,74,Male,Surabaya,5,Two year,1,No,0,1,0,92.97,355.85,Mailed check,1,3,2.9,2.6,0
1293,41,Male,Medan,4,Month-to-month,1,Fiber optic,0,1,0,41.05,94.13,Electronic check,0,0,0.5,1.6,1
1294,52,Female,Jakarta,11,One year,0,Fiber optic,0,0,0,49.7,472.91,Mailed check,1,1,6.3,3.6,0
1295,43,Female,Surabaya,40,One year,1,No,1,0,0,80.05,3149.88,Electronic check,1,4,1.0,6.1,0
1296,40,Male,Jakarta,23,Month-to-month,1,Fiber optic,0,1,1,105.75,2499.03,Credit card,0,2,5.0,2.7,1
1297,53,Female,Makassar,72,Two year,1,Fiber optic,0,0,0,55.91,3923.35,Mailed check,0,0,12.1,0.8,0
1298,38,Female,Surabaya,56,Two year,1,Fiber optic,0,1,0,56.91,3272.28,Electronic check,1,2,2.6,3.4,0
1299,45,Female,Jakarta,3,One year,1,No,0,1,0,52.24,127.61,Mailed check,1,1,0.3,2.6,0
1300,46,Female,Jakarta,1,Month-to-month,1,Fiber optic,0,0,1,61.19,128.02,Bank transfer,0,0,1.3,1.4,1
1301,33,Female,Medan,12,One year,1,No,0,0,1,62.4,726.22,Credit card,0,4,2.5,6.2,0
1302,54,Female,Jakarta,17,Month-to-month,1,Fiber optic,1,0,1,101.58,1795.54,Electronic check,1,1,1.7,1.2,1
1303,39,Male,Palembang,17,Month-to-month,1,Fiber optic,0,1,1,71.22,1283.34,Bank transfer,1,1,4.1,3.4,1
1304,32,Female,Bandung,3,Month-to-month,1,Fiber optic,0,0,0,53.72,93.07,Mailed check,1,0,9.6,3.3,1
1305,48,Female,Jakarta,3,Month-to-month,1,No,0,1,0,36.68,281.73,Electronic check,1,2,0.6,1.9,1
1306,30,Female,Medan,1,Month-to-month,1,Fiber optic,0,1,0,83.58,21.76,Credit card,0,0,2.5,1.0,1
1307,42,Female,Jakarta,45,One year,1,DSL,1,0,1,86.08,3804.77,Electronic check,0,2,1.1,2.9,0
1308,41,Male,Makassar,70,Month-to-month,1,DSL,1,0,1,104.22,7281.71,Bank transfer,1,2,1.2,2.2,1
1309,56,Female,Jakarta,2,One year,1,Fiber optic,0,0,1,151.49,352.19,Bank transfer,0,0,1.4,1.5,1
1310,48,Male,Palembang,5,Month-to-month,1,DSL,0,1,0,79.76,266.35,Bank transfer,0,3,2.4,0.3,1
1311,41,Male,Bandung,2,Month-to-month,1,Fiber optic,1,1,0,60.35,225.51,Electronic check,1,1,0.7,1.3,1
1312,52,Male,Makassar,50,One year,1,DSL,0,0,1,98.4,4948.45,Mailed check,1,2,8.6,,0
1313,60,Male,Jakarta,72,One year,1,Fiber optic,1,0,1,53.61,3968.42,Credit card,1,1,3.9,4.1,0
1314,49,Female,Jakarta,7,One year,1,DSL,0,0,1,57.8,446.01,Credit card,1,1,0.2,7.4,1
1315,42,Male,Semarang,8,Month-to-month,1,DSL,0,0,0,53.3,487.13,Electronic check,1,2,,3.2,1
1316,24,Male,Medan,10,Month-to-month,1,Fiber optic,0,0,0,71.97,716.47,Mailed check,0,0,,1.1,1
1317,28,Female,Jakarta,16,One year,1,Fiber optic,0,1,1,101.34,1655.83,Credit card,1,0,7.8,1.3,0
1318,38,Male,Surabaya,27,Month-to-month,1,DSL,1,0,0,61.66,1747.82,Bank transfer,1,0,1.8,2.6,1
1319,34,Male,Jakarta,16,Month-to-month,1,DSL,0,1,1,104.15,1606.4,Electronic check,1,2,1.1,1.5,1
1320,39,Male,Bandung,72,Month-to-month,1,DSL,0,0,0,61.47,4428.6,Bank transfer,1,1,2.6,1.5,0
1321,42,Male,Jakarta,2,Month-to-month,1,No,1,1,0,94.21,58.96,Credit card,0,1,0.8,3.7,1
1322,48,Male,Jakarta,38,Month-to-month,0,Fiber optic,0,1,0,48.34,1735.52,Credit card,1,2,1.0,3.2,1
1323,41,Male,Jakarta,9,Month-to-month,1,Fiber optic,1,0,1,64.94,562.53,Credit card,1,1,2.6,2.7,1
1324,48,Female,Surabaya,11,Month-to-month,1,No,0,0,0,45.48,575.56,Bank transfer,1,0,,3.6,1
1325,42,Male,Jakarta,29,One year,0,Fiber optic,1,0,1,114.41,3352.32,Mailed check,1,2,0.7,3.0,0
1326,18,Male,Palembang,63,Month-to-month,0,No,0,1,0,120.89,7625.95,Credit card,0,2,5.0,4.6,1
1327,29,Female,Jakarta,30,Two year,0,Fiber optic,0,1,0,71.24,2212.78,Credit card,1,1,2.2,1.0,0
1328,40,Male,Makassar,35,Month-to-month,1,DSL,0,0,1,86.3,3017.85,Mailed check,0,0,0.6,3.2,1
1329,26,Female,Surabaya,33,Month-to-month,1,Fiber optic,1,0,1,118.22,3889.91,Bank transfer,1,2,0.2,3.2,1
1330,49,Male,Surabaya,9,Month-to-month,1,DSL,0,0,1,102.2,968.46,Electronic check,1,0,0.0,4.2,1
1331,61,Male,Jakarta,33,One year,1,DSL,1,0,0,51.6,1707.95,Electronic check,1,2,0.0,3.4,0
1332,57,Female,Medan,36,One year,1,Fiber optic,0,0,0,49.72,1589.14,Credit card,1,3,4.2,5.3,0
1333,39,Male,Medan,18,One year,0,DSL,0,0,0,39.03,626.59,Electronic check,0,2,1.6,3.4,0
1334,61,Male,Surabaya,18,Two year,1,DSL,1,0,0,36.15,639.81,Bank transfer,1,2,0.4,0.9,0
1335,43,Female,Jakarta,34,One year,1,DSL,0,0,0,56.88,2012.64,Credit card,0,2,1.8,2.5,0
1336,37,Male,Makassar,40,Two year,1,No,1,0,1,87.3,3482.08,Bank transfer,0,4,7.3,3.6,0
1337,34,Female,Palembang,9,Month-to-month,1,DSL,1,1,0,46.02,439.02,Credit card,0,3,1.5,5.0,1
1338,38,Female,Surabaya,38,Month-to-month,1,DSL,0,1,1,157.93,6068.21,Electronic check,1,0,0.1,4.1,1
1339,36,Male,Bandung,40,Month-to-month,1,No,1,0,0,52.51,2148.23,Bank transfer,1,2,0.7,1.4,1
1340,44,Female,Surabaya,6,One year,1,DSL,1,0,1,78.84,438.95,Bank transfer,0,0,2.8,2.6,0
1341,44,Male,Jakarta,30,Month-to-month,1,No,0,0,1,51.55,1611.5,Credit card,0,1,0.8,7.3,1
1342,42,Female,Jakarta,4,One year,1,Fiber optic,0,1,0,37.43,194.45,Credit card,0,0,8.6,0.6,0
1343,47,Female,Surabaya,2,Month-to-month,1,Fiber optic,0,1,1,69.49,78.9,Electronic check,0,0,5.8,6.1,1
1344,57,Female,Semarang,20,Month-to-month,1,DSL,0,0,1,161.17,3184.1,Electronic check,1,1,3.7,0.5,1
1345,54,Male,Jakarta,57,Month-to-month,1,DSL,0,0,1,111.41,6391.66,Credit card,0,1,1.0,4.3,1
1346,22,Female,Bandung,0,Month-to-month,0,No,1,1,0,132.53,0.0,Bank transfer,1,3,0.3,3.5,1
1347,18,Male,Makassar,42,Month-to-month,1,No,0,0,1,81.68,3417.36,Electronic check,1,0,4.6,4.2,1
1348,54,Male,Jakarta,16,Month-to-month,1,Fiber optic,0,0,0,38.06,791.83,Electronic check,0,2,0.7,1.1,1
1349,24,Female,Jakarta,47,Month-to-month,1,Fiber optic,0,0,0,59.41,2788.84,Mailed check,0,1,4.8,2.1,1
1350,39,Male,Semarang,44,One year,1,DSL,0,1,0,61.49,2648.52,Electronic check,1,2,5.0,4.2,0
1351,26,Female,Jakarta,49,Month-to-month,1,Fiber optic,0,0,0,81.73,3989.14,Bank transfer,0,4,4.1,3.9,1
1352,18,Male,Jakarta,35,Month-to-month,1,Fiber optic,1,0,0,91.01,3323.71,Credit card,1,1,0.3,3.8,1
1353,49,Female,Surabaya,44,Month-to-month,1,Fiber optic,0,0,0,141.47,6128.55,Bank transfer,1,2,1.1,5.4,1
1354,51,Male,Surabaya,4,Two year,1,Fiber optic,0,0,0,77.57,322.99,Credit card,0,2,0.3,4.1,0
1355,34,Male,Makassar,8,Month-to-month,1,DSL,0,1,0,27.12,126.72,Credit card,0,3,2.7,1.8,1
1356,18,Male,Bandung,6,Two year,1,Fiber optic,1,0,0,42.12,417.84,Credit card,1,1,4.9,3.8,0
1357,34,Female,Surabaya,32,Month-to-month,1,DSL,0,1,0,40.81,1419.46,Credit card,1,3,3.7,1.0,1
1358,47,Male,Bandung,4,Two year,1,Fiber optic,1,1,1,67.67,328.93,Mailed check,0,0,6.3,5.2,0
1359,22,Female,Palembang,4,Month-to-month,1,DSL,0,0,0,161.7,625.8,Electronic check,0,1,0.0,1.9,1
1360,44,Male,Jakarta,50,Month-to-month,1,Fiber optic,1,1,1,36.47,1791.98,Electronic check,0,0,21.3,2.0,0
1361,41,Male,Jakarta,29,One year,1,DSL,1,0,0,124.8,3566.12,Bank transfer,1,4,0.4,2.1,0
1362,49,Male,Palembang,49,Two year,1,DSL,0,0,1,61.51,2868.76,Electronic check,1,1,0.2,3.3,0
1363,43,Male,Palembang,3,Two year,1,DSL,1,0,0,125.1,231.45,Mailed check,1,1,2.4,1.3,1
1364,29,Female,Jakarta,12,One year,1,DSL,1,0,0,90.32,1055.91,Credit card,1,1,0.4,0.2,0
1365,57,Female,Jakarta,7,Month-to-month,1,DSL,0,1,1,84.76,742.06,Bank transfer,0,1,0.2,1.8,0
1366,39,Male,Surabaya,0,Month-to-month,1,DSL,1,1,1,36.22,0.0,Bank transfer,0,1,0.6,6.2,1
1367,41,Female,Jakarta,8,Month-to-month,1,DSL,0,0,0,68.99,475.87,Bank transfer,0,0,2.3,2.7,1
1368,29,Female,Medan,11,Month-to-month,1,DSL,0,0,1,118.79,1205.52,Electronic check,0,3,4.7,2.4,1
1369,36,Male,Jakarta,2,Month-to-month,1,No,0,1,1,222.51,452.09,Bank transfer,0,2,2.2,3.7,1
1370,30,Male,Jakarta,20,Month-to-month,1,DSL,0,1,0,128.72,2689.46,Bank transfer,1,1,0.6,2.0,1
1371,39,Female,Surabaya,11,Two year,1,Fiber optic,0,0,1,31.68,390.17,Mailed check,0,2,2.8,2.8,0
1372,64,Male,Palembang,1,Month-to-month,1,Fiber optic,0,0,0,148.49,168.12,Bank transfer,1,1,0.7,2.8,1
1373,24,Male,Surabaya,29,Month-to-month,1,Fiber optic,1,0,1,28.89,901.7,Electronic check,1,0,3.7,3.8,1
1374,21,Male,Surabaya,31,Month-to-month,1,DSL,1,1,1,78.43,2378.19,Bank transfer,1,4,0.7,0.7,1
1375,61,Female,Palembang,43,Month-to-month,1,DSL,0,1,0,55.89,2465.8,Bank transfer,0,1,0.9,1.6,0
1376,39,Male,Bandung,15,Month-to-month,1,Fiber optic,0,0,1,67.14,824.53,Bank transfer,1,0,6.1,3.2,1
1377,33,Male,Surabaya,72,Month-to-month,1,Fiber optic,0,0,1,138.58,9989.74,Mailed check,1,2,0.0,1.0,1
1378,55,Male,Surabaya,58,Two year,1,Fiber optic,0,0,1,90.74,5333.45,Electronic check,1,5,7.1,3.8,1
1379,34,Male,Jakarta,19,Month-to-month,1,Fiber optic,1,1,1,62.86,1122.58,Bank transfer,1,2,5.1,7.9,1
1380,65,Male,Bandung,14,Month-to-month,1,Fiber optic,0,1,0,110.1,1434.88,Bank transfer,1,1,6.9,0.8,1
1381,50,Female,Surabaya,0,Month-to-month,1,No,0,1,0,100.86,0.0,Mailed check,0,1,0.5,3.3,1
1382,35,Male,Jakarta,29,Month-to-month,1,Fiber optic,1,1,1,31.21,896.03,Mailed check,0,0,0.7,2.9,1
1383,70,Female,Jakarta,19,Month-to-month,1,DSL,1,0,1,39.92,906.29,Electronic check,1,0,0.5,2.8,0
1384,34,Male,Jakarta,66,Month-to-month,1,No,0,0,0,75.27,5035.55,Bank transfer,1,1,0.9,1.3,0
1385,51,Female,Bandung,21,Month-to-month,1,Fiber optic,0,1,1,141.74,3054.49,Bank transfer,0,1,0.5,1.8,1
1386,45,Female,Jakarta,72,One year,1,Fiber optic,0,1,1,102.8,7569.05,Bank transfer,1,0,3.4,5.1,0
1387,58,Male,Jakarta,46,One year,1,No,0,0,1,48.3,2275.27,Bank transfer,0,2,12.1,2.9,0
1388,62,Female,Palembang,72,Month-to-month,1,Fiber optic,1,1,0,106.87,7678.33,Credit card,1,2,3.3,1.0,0
1389,42,Male,Bandung,9,One year,1,Fiber optic,0,0,0,30.54,388.33,Credit card,0,2,8.1,,0
1390,32,Female,Jakarta,3,Month-to-month,1,Fiber optic,0,0,1,96.87,0.0,Bank transfer,1,2,1.8,,1
1391,47,Male,Medan,38,Month-to-month,1,Fiber optic,0,0,1,84.84,3299.46,Electronic check,0,0,0.0,3.7,1
1392,33,Female,Jakarta,37,Month-to-month,1,Fiber optic,1,1,0,35.12,1246.01,Electronic check,1,1,1.7,2.8,0
1393,68,Female,Semarang,5,One year,1,DSL,0,0,1,102.93,593.33,Credit card,0,2,3.1,1.6,0
1394,43,Female,Semarang,34,Month-to-month,0,Fiber optic,0,1,0,128.15,4361.55,Bank transfer,0,3,0.2,0.8,1
1395,37,Male,Medan,20,One year,1,DSL,0,0,0,61.46,1291.75,Electronic check,1,3,6.7,4.0,0
1396,44,Male,Semarang,2,One year,0,DSL,0,0,0,34.08,0.0,Electronic check,1,2,0.2,3.3,0
1397,24,Female,Jakarta,16,Two year,1,Fiber optic,0,0,1,83.6,1360.86,Electronic check,1,1,3.4,3.3,0
1398,29,Female,Semarang,64,Month-to-month,0,DSL,0,1,0,242.55,15574.61,Mailed check,1,4,0.6,1.6,1
1399,57,Female,Jakarta,16,Month-to-month,1,DSL,0,0,0,90.88,1459.52,Electronic check,0,1,1.5,0.9,1
1400,33,Male,Jakarta,37,Month-to-month,1,No,0,0,0,73.86,2644.62,Mailed check,0,0,0.7,2.7,1
1401,28,Female,Palembang,0,Two year,1,Fiber optic,0,0,1,37.69,0.0,Electronic check,0,4,0.1,1.5,1
1402,48,Male,Bandung,31,One year,1,Fiber optic,0,0,0,54.62,1850.76,Bank transfer,0,1,3.1,3.3,0
1403,57,Female,Palembang,70,Two year,1,Fiber optic,0,0,0,104.58,7150.92,Electronic check,0,1,0.2,4.2,0
1404,51,Male,Jakarta,16,Month-to-month,1,DSL,1,0,1,68.01,887.33,Mailed check,0,1,1.2,,1
1405,54,Male,Surabaya,9,Month-to-month,1,Fiber optic,0,1,0,54.36,423.43,Electronic check,0,1,1.6,2.9,1
1406,32,Female,Jakarta,24,Month-to-month,1,Fiber optic,0,0,1,28.96,746.48,Electronic check,1,2,0.7,1.5,1
1407,23,Male,Medan,59,Two year,1,Fiber optic,1,0,1,116.7,6798.98,Electronic check,0,2,3.2,5.3,0
1408,61,Female,Jakarta,4,Two year,1,DSL,0,0,1,72.83,284.4,Electronic check,1,2,2.6,1.2,1
1409,37,Female,Jakarta,12,Month-to-month,1,DSL,0,1,0,50.09,620.03,Bank transfer,1,0,3.0,4.1,1
1410,38,Male,Jakarta,4,Month-to-month,1,No,1,0,0,95.0,253.94,Mailed check,1,0,2.5,1.2,1
1411,59,Male,Semarang,16,One year,1,DSL,0,1,0,27.67,450.6,Electronic check,1,1,7.0,5.9,0
1412,49,Female,Jakarta,18,Month-to-month,1,DSL,0,0,1,51.91,956.71,Mailed check,1,2,6.1,4.4,1
1413,47,Male,Makassar,69,Two year,0,DSL,1,0,0,152.32,10432.15,Credit card,1,4,1.5,3.8,0
1414,70,Female,Jakarta,12,Month-to-month,1,No,1,1,0,68.69,821.96,Mailed check,1,2,1.2,4.6,1
1415,33,Female,Jakarta,20,Month-to-month,1,Fiber optic,0,1,1,26.47,548.97,Credit card,0,1,7.6,2.2,1
1416,54,Male,Surabaya,51,One year,1,No,0,0,1,90.04,4586.6,Credit card,1,0,1.6,5.0,0
1417,42,Male,Palembang,9,One year,1,No,0,0,0,75.29,521.1,Mailed check,0,4,0.8,3.3,0
1418,45,Male,Jakarta,26,Month-to-month,1,No,0,0,0,119.93,3148.64,Bank transfer,1,0,2.7,0.8,1
1419,61,Female,Jakarta,33,Two year,1,Fiber optic,0,0,1,87.37,2949.8,Bank transfer,0,0,2.6,3.9,0
1420,48,Male,Semarang,9,Two year,1,Fiber optic,0,1,0,102.21,1070.86,Electronic check,0,0,0.1,2.0,0
1421,48,Male,Jakarta,4,Month-to-month,1,No,0,1,0,114.81,551.07,Mailed check,0,1,,2.9,1
1422,55,Female,Medan,16,One year,1,DSL,1,0,1,96.3,1504.83,Electronic check,0,1,8.2,6.3,1
1423,37,Female,Jakarta,10,One year,1,DSL,0,0,0,40.1,295.78,Mailed check,0,1,1.0,1.4,0
1424,31,Male,Surabaya,7,Month-to-month,1,DSL,0,1,1,178.11,1195.71,Electronic check,0,1,0.5,3.4,1
1425,28,Male,Jakarta,72,Two year,1,Fiber optic,1,1,1,60.96,4340.14,Bank transfer,1,2,1.4,3.9,0
1426,18,Female,Surabaya,16,Month-to-month,1,DSL,0,0,1,27.65,396.07,Bank transfer,1,2,0.1,2.3,1
1427,68,Female,Semarang,46,Month-to-month,1,Fiber optic,1,0,0,93.78,4196.7,Bank transfer,1,0,0.8,6.4,1
1428,27,Female,Semarang,5,Two year,1,No,0,1,1,71.85,430.87,Electronic check,1,3,0.2,4.6,0
1429,39,Female,Bandung,67,Month-to-month,1,DSL,0,0,0,39.79,2625.96,Bank transfer,1,1,3.6,2.9,0
1430,38,Female,Palembang,37,One year,1,DSL,1,0,0,50.05,1816.52,Bank transfer,1,0,0.8,3.2,0
1431,45,Female,Jakarta,39,Month-to-month,1,DSL,0,0,1,136.13,5238.32,Electronic check,1,1,3.1,2.6,1
1432,52,Female,Jakarta,11,Two year,1,Fiber optic,0,0,0,34.37,458.83,Credit card,1,1,5.3,1.8,0
1433,53,Female,Bandung,15,One year,1,Fiber optic,1,0,0,96.56,1531.82,Mailed check,1,2,2.5,0.3,0
1434,34,Female,Medan,21,Two year,1,Fiber optic,0,0,0,102.63,2289.7,Mailed check,1,0,5.0,0.8,0
1435,39,Male,Jakarta,37,Two year,1,No,0,0,0,47.63,1780.03,Mailed check,0,4,7.5,2.4,0
1436,45,Male,Bandung,45,Month-to-month,1,DSL,1,1,0,101.49,4325.31,Credit card,1,1,0.6,2.9,0
1437,38,Female,Surabaya,1,Month-to-month,1,Fiber optic,1,0,0,51.03,42.05,Electronic check,0,2,0.9,2.7,1
1438,62,Male,Semarang,56,One year,1,Fiber optic,0,1,1,58.01,3199.02,Bank transfer,1,0,0.1,4.6,0
1439,48,Female,Semarang,66,Two year,0,Fiber optic,0,1,1,55.43,3622.83,Electronic check,0,5,1.2,2.5,0
1440,51,Male,Bandung,21,Month-to-month,1,DSL,0,1,0,103.29,2354.32,Bank transfer,1,3,0.1,4.3,1
1441,50,Female,Jakarta,4,Two year,1,Fiber optic,0,0,0,53.13,317.11,Credit card,0,2,1.9,1.4,1
1442,57,Male,Medan,40,Month-to-month,1,DSL,0,0,1,143.4,5688.94,Credit card,1,0,4.8,2.3,1
1443,44,Female,Semarang,19,Two year,1,DSL,0,1,1,45.48,1030.11,Electronic check,0,1,1.6,2.5,0
1444,25,Female,Jakarta,40,Month-to-month,1,Fiber optic,0,0,0,89.97,3580.99,Credit card,0,1,3.6,3.0,1
1445,47,Male,Surabaya,40,Month-to-month,1,Fiber optic,0,0,1,160.99,6240.57,Bank transfer,1,1,0.8,1.1,1
1446,33,Female,Palembang,2,Month-to-month,1,DSL,0,1,0,102.22,72.15,Bank transfer,1,2,1.0,5.4,1
1447,35,Male,Jakarta,22,Month-to-month,1,No,1,0,0,91.22,1890.7,Mailed check,0,1,4.1,2.4,1
1448,49,Male,Jakarta,15,Month-to-month,1,No,1,0,0,36.32,555.47,Electronic check,1,4,1.8,5.3,1
1449,58,Male,Jakarta,70,Month-to-month,1,Fiber optic,0,1,0,68.86,4564.87,Mailed check,0,1,0.2,,1
1450,42,Male,Bandung,8,Month-to-month,1,DSL,0,0,0,65.37,485.06,Credit card,0,1,0.2,3.0,1
1451,46,Female,Palembang,5,One year,1,Fiber optic,1,1,0,29.33,27.43,Electronic check,1,1,2.5,2.0,0
1452,64,Male,Bandung,54,Month-to-month,1,DSL,0,0,0,145.06,7836.65,Credit card,1,0,0.5,2.6,1
1453,45,Female,Jakarta,3,Month-to-month,1,Fiber optic,0,0,0,44.75,123.1,Mailed check,1,1,0.8,4.5,1
1454,75,Male,Medan,27,Two year,1,Fiber optic,0,0,1,156.76,4146.37,Bank transfer,1,0,6.7,3.5,0
1455,49,Female,Medan,8,One year,1,DSL,0,0,1,28.4,36.04,Electronic check,1,2,3.7,4.2,0
1456,19,Male,Bandung,20,Month-to-month,1,DSL,0,0,0,71.62,1359.06,Credit card,0,4,0.2,2.5,1
1457,51,Female,Jakarta,22,Two year,1,Fiber optic,0,1,0,98.33,2213.69,Electronic check,0,1,1.9,2.2,0
1458,46,Female,Medan,12,Two year,1,Fiber optic,0,1,0,55.27,800.47,Bank transfer,0,1,4.0,3.0,0
