date,sales,day_of_week,month,is_month_start,is_month_end,is_weekend,promotion,temperature,competitor_price
2024-01-02,1637,1,1,0,0,0,1,42.08314078825704,99.54771923326759
2024-01-03,1340,2,1,0,0,0,0,30.513947600973776,119.67536416287604
2024-01-04,1245,3,1,0,0,0,0,29.902080411340876,98.80106038169436
2024-01-05,1971,4,1,0,0,0,1,23.573970676250465,83.00812757611543
2024-01-06,1358,5,1,0,0,1,0,24.102533644844346,98.13518047579919
2024-01-07,1250,6,1,0,0,1,0,18.16126077943749,92.92930264602026
2024-01-08,1304,0,1,0,0,0,0,23.885191650677065,107.2751554596301
2024-01-09,1279,1,1,0,0,0,0,30.26728792674785,112.35603262769277
2024-01-10,1226,2,1,0,0,0,0,27.917771340649743,98.67768979301657
2024-01-11,1399,3,1,0,0,0,0,29.620635276812457,82.3243969870635
2024-01-12,1389,4,1,0,0,0,0,28.715806389480107,81.95428379381389
2024-01-13,1330,5,1,0,0,1,0,18.113972305359844,92.88424337894575
2024-01-14,1215,6,1,0,0,1,0,35.72107603750969,84.72644485845488
2024-01-15,1352,0,1,0,0,0,0,29.50990931586573,99.20295209355498
2024-01-16,1275,1,1,0,0,0,0,24.590544889370214,113.19289369231143
2024-01-17,1265,2,1,0,0,0,0,23.864889990883597,84.653805529666
2024-01-18,1356,3,1,0,0,0,0,27.793999110850436,95.6403410600991
2024-01-19,1497,4,1,0,0,0,0,11.389370383534697,91.97899617335474
2024-01-20,1343,5,1,0,0,1,0,14.679202566750767,101.12440652737686
2024-01-21,1299,6,1,0,0,1,0,31.20027318628304,116.4899447416389
2024-01-22,1400,0,1,0,0,0,0,29.677612040885776,85.19501594782322
2024-01-23,1303,1,1,0,0,0,0,25.297497400507623,90.14924881690527
2024-01-24,1363,2,1,0,0,0,0,37.507473027866695,80.76432430129563
2024-01-25,1550,3,1,0,0,0,0,29.27937683223173,97.02884440905441
2024-01-26,1546,4,1,0,0,0,0,32.68506468697546,115.13092362560704
2024-01-27,1397,5,1,0,0,1,0,34.49940290713614,99.15080918291694
2024-01-28,1374,6,1,0,0,1,0,29.10428409492226,91.83838687114024
2024-01-29,1415,0,1,0,0,0,0,41.04359072918417,113.07176531900768
2024-01-30,1258,1,1,0,0,0,0,26.448511753692447,103.1038198925306
2024-01-31,1355,2,1,0,1,0,0,28.889997023258392,114.4750223877357
2024-02-01,1486,3,2,1,0,0,0,34.010635783571146,118.37642663428782
2024-02-02,1509,4,2,0,0,0,0,34.842914117404774,82.28861170338945
2024-02-03,1366,5,2,0,0,1,0,29.680425175387747,87.99227267428859
2024-02-04,1322,6,2,0,0,1,0,25.754458396100944,117.84311859414899
2024-02-05,1344,0,2,0,0,0,0,24.37661344664705,86.27236996994729
2024-02-06,1399,1,2,0,0,0,0,17.545445535294803,99.45373694358264
2024-02-07,1317,2,2,0,0,0,0,25.525092933871903,105.14114580538066
2024-02-08,1364,3,2,0,0,0,0,25.08091604393134,86.23112932560743
2024-02-09,1456,4,2,0,0,0,0,21.217159926809728,83.19039978734757
2024-02-10,1426,5,2,0,0,1,0,20.682090653892498,88.02119857469295
2024-02-11,1297,6,2,0,0,1,0,29.47324644369015,103.35768580133293
2024-02-12,1419,0,2,0,0,0,0,28.77505586285855,102.54083408446039
2024-02-13,1427,1,2,0,0,0,0,31.60898344229852,81.12381972486749
2024-02-14,1414,2,2,0,0,0,0,17.182995815620416,106.25991215816006
2024-02-15,1450,3,2,0,0,0,0,19.692744397224207,115.51083919885716
2024-02-16,1441,4,2,0,0,0,0,36.75788434529801,103.28350147690756
2024-02-17,1463,5,2,0,0,1,0,34.42937858732606,106.377806482789
2024-02-18,1387,6,2,0,0,1,0,22.68966038547395,85.24549927554838
2024-02-19,1443,0,2,0,0,0,0,24.251000592063573,82.2192297758982
2024-02-20,1414,1,2,0,0,0,0,32.84635732922856,91.38779928477484
2024-02-21,1365,2,2,0,0,0,0,27.79858821986283,90.47763518150447
2024-02-22,1431,3,2,0,0,0,0,20.22483872787161,103.66931966973762
2024-02-23,1486,4,2,0,0,0,0,21.109063618451096,92.78446734059524
2024-02-24,1496,5,2,0,0,1,0,24.238810639058997,106.06239981744214
2024-02-25,1393,6,2,0,0,1,0,21.86755114962987,100.167828481636
2024-02-26,1418,0,2,0,0,0,0,30.95765225777039,95.61030834777901
2024-02-27,1521,1,2,0,0,0,0,27.241288140827887,113.09982456794373
2024-02-28,1486,2,2,0,0,0,0,30.63798237644666,89.95442270830426
2024-02-29,1413,3,2,0,1,0,0,27.21247542683251,80.54437124940672
2024-03-01,1575,4,3,1,0,0,0,26.1027924657119,90.24319918534933
2024-03-02,1550,5,3,0,0,1,0,27.10587634505798,94.93175530118961
2024-03-03,1393,6,3,0,0,1,0,26.28424021702596,88.29774962135059
2024-03-04,1485,0,3,0,0,0,0,23.126499539167614,97.77070676352625
2024-03-05,1538,1,3,0,0,0,0,23.80722512918594,93.66228114097241
2024-03-06,1459,2,3,0,0,0,0,37.735188824347674,95.96792190784254
2024-03-07,1479,3,3,0,0,0,0,13.307516481600846,94.29031583904492
2024-03-08,1447,4,3,0,0,0,0,34.372062495083036,88.44583471910825
2024-03-09,1414,5,3,0,0,1,0,29.668016127281646,91.22123821744479
2024-03-10,1392,6,3,0,0,1,0,28.19121670604214,83.02215481902745
2024-03-11,1465,0,3,0,0,0,0,29.158582415820074,82.9152612953887
2024-03-12,1400,1,3,0,0,0,0,38.42772239556014,112.74018537761779
2024-03-13,1355,2,3,0,0,0,0,31.55723498647914,95.79519995489275
2024-03-14,1587,3,3,0,0,0,0,28.058172977150313,101.19373300537745
2024-03-15,1546,4,3,0,0,0,0,19.363993063099066,97.94372058657808
2024-03-16,1517,5,3,0,0,1,0,30.51837854674207,119.40848438217247
2024-03-17,1349,6,3,0,0,1,0,31.53843952913216,112.96011688507495
2024-03-18,1505,0,3,0,0,0,0,28.563228658518838,119.20033469052176
2024-03-19,1504,1,3,0,0,0,0,20.728059308888994,89.79068707622297
2024-03-20,1463,2,3,0,0,0,0,29.133545365976968,102.83194869914057
2024-03-21,1471,3,3,0,0,0,0,20.375953670908547,105.15858563052493
2024-03-22,1609,4,3,0,0,0,0,27.650008572004726,105.03966582559602
2024-03-23,1496,5,3,0,0,1,0,29.01568347285151,95.96449546528096
2024-03-24,1512,6,3,0,0,1,0,21.5208451906291,116.99002954918521
2024-03-25,1488,0,3,0,0,0,0,29.681272764022886,107.42644445973794
2024-03-26,1382,1,3,0,0,0,0,26.42088617129533,90.10381114867472
2024-03-27,1538,2,3,0,0,0,0,26.509416197477357,98.33764870253975
2024-03-28,1515,3,3,0,0,0,0,18.549442018799752,97.7444015632941
2024-03-29,1600,4,3,0,0,0,0,32.89981291167215,106.41901185291105
2024-03-30,1554,5,3,0,0,1,0,34.18723769542967,84.52098796919921
2024-03-31,1451,6,3,0,1,1,0,37.55374513551982,90.65063870201175
2024-04-01,1456,0,4,1,0,0,0,31.790436847991664,83.91173646847281
2024-04-02,1375,1,4,0,0,0,0,38.09279768732189,110.28197754804893
2024-04-03,1482,2,4,0,0,0,0,31.357984276991726,99.85478651289657
2024-04-04,1510,3,4,0,0,0,0,34.72320287860968,89.42630321412436
2024-04-05,1551,4,4,0,0,0,0,27.435784222835032,103.38361354731848
2024-04-06,1495,5,4,0,0,1,0,37.87163842177362,117.32332836451084
2024-04-07,1339,6,4,0,0,1,0,19.71682340615233,99.77965999412224
2024-04-08,1523,0,4,0,0,0,0,26.56769967816245,96.37721203596851
2024-04-09,1471,1,4,0,0,0,0,24.404065709546096,96.88415046926318
2024-04-10,1484,2,4,0,0,0,0,33.87993864014413,92.64914771951472
2024-04-11,1467,3,4,0,0,0,0,37.529641485929,102.67478873767949
2024-04-12,1625,4,4,0,0,0,0,23.4530921042376,84.61292640532957
2024-04-13,1536,5,4,0,0,1,0,29.419189513636603,88.49994318895618
2024-04-14,1466,6,4,0,0,1,0,20.849215616511806,86.43186813774408
2024-04-15,1490,0,4,0,0,0,0,31.13082603323905,90.93432956146941
2024-04-16,1431,1,4,0,0,0,0,36.648149562895284,108.85398162742686
2024-04-17,1449,2,4,0,0,0,0,18.53173536135204,113.58281605750665
2024-04-18,1532,3,4,0,0,0,0,21.708262895489277,119.34825081912331
2024-04-19,1606,4,4,0,0,0,0,32.63471430366199,119.13802903721307
2024-04-20,1513,5,4,0,0,1,0,31.954237065124623,100.12137211991711
2024-04-21,1499,6,4,0,0,1,0,29.488666069248907,109.17419752835036
2024-04-22,1420,0,4,0,0,0,0,17.7382960990423,85.03015502274866
2024-04-23,1411,1,4,0,0,0,0,30.11258777396761,95.50592398585012
2024-04-24,1402,2,4,0,0,0,0,33.89425204621876,112.45417482357362
2024-04-25,1513,3,4,0,0,0,0,25.578382527918123,86.38498053979089
2024-04-26,1611,4,4,0,0,0,0,26.289178280120233,105.6853055664767
2024-04-27,1551,5,4,0,0,1,0,24.700072415041255,112.85278004990195
2024-04-28,1421,6,4,0,0,1,0,26.17042101481744,113.87945506789916
2024-04-29,1473,0,4,0,0,0,0,24.611309310899006,110.11984624944387
2024-04-30,1433,1,4,0,1,0,0,24.044687114798876,85.48663005668773
2024-05-01,1509,2,5,1,0,0,0,23.57202664192011,119.84887256864039
2024-05-02,1496,3,5,0,0,0,0,30.125664183226426,99.98912473338095
2024-05-03,1545,4,5,0,0,0,0,26.890587969151255,102.6349270071012
2024-05-04,1568,5,5,0,0,1,0,29.92083640661252,116.37014689550992
2024-05-05,1409,6,5,0,0,1,0,28.074291409677045,84.25428432300211
2024-05-06,1430,0,5,0,0,0,0,23.47163741216835,94.51273126801556
2024-05-07,1480,1,5,0,0,0,0,25.057291883960715,103.895826502551
2024-05-08,1378,2,5,0,0,0,0,31.341724543899772,105.30314832799075
2024-05-09,1496,3,5,0,0,0,0,32.68200186630915,87.58604180175625
2024-05-10,1486,4,5,0,0,0,0,34.58694058641308,115.3485751839115
2024-05-11,1581,5,5,0,0,1,0,23.460616601507468,94.96682597969576
2024-05-12,1337,6,5,0,0,1,0,33.761359208810646,104.26404081401776
2024-05-13,1371,0,5,0,0,0,0,30.40574950636883,107.51261407141543
2024-05-14,1368,1,5,0,0,0,0,30.245081660766395,106.8704188895492
2024-05-15,1419,2,5,0,0,0,0,28.401149118920205,89.381232109158
2024-05-16,1439,3,5,0,0,0,0,28.628097749310125,104.91536697435882
2024-05-17,1533,4,5,0,0,0,0,34.60068736524654,103.89723176304226
2024-05-18,1451,5,5,0,0,1,0,21.460862073900596,105.69691179489746
2024-05-19,1367,6,5,0,0,1,0,30.875145746030572,106.38579534635562
2024-05-20,1486,0,5,0,0,0,0,29.070527365931813,97.37955856089656
2024-05-21,1395,1,5,0,0,0,0,28.30057224339945,87.22600868624531
2024-05-22,1353,2,5,0,0,0,0,31.90647233033185,91.01896168968054
2024-05-23,1471,3,5,0,0,0,0,22.38747158159029,119.40064622650604
2024-05-24,1476,4,5,0,0,0,0,29.571550379127956,81.939492494601
2024-05-25,1476,5,5,0,0,1,0,33.37327563970895,105.41808315021902
2024-05-26,1382,6,5,0,0,1,0,22.185023298469766,104.54186426402745
2024-05-27,1471,0,5,0,0,0,0,23.502578313195645,118.77321289062564
2024-05-28,1438,1,5,0,0,0,0,32.09394442089948,111.65443622637815
2024-05-29,1363,2,5,0,0,0,0,33.58687126256251,118.66677311915134
2024-05-30,1493,3,5,0,0,0,0,32.18845105719145,109.22984914515453
2024-05-31,1552,4,5,0,1,0,0,28.772405386926845,102.70659275608014
2024-06-01,1442,5,6,1,0,1,0,24.556846366068896,81.0756954322724
2024-06-02,1339,6,6,0,0,1,0,25.59179198652797,114.40588348596077
2024-06-03,1409,0,6,0,0,0,0,26.020150578134025,87.16767351508594
2024-06-04,1320,1,6,0,0,0,0,33.913218778395034,112.69537258713096
2024-06-05,1314,2,6,0,0,0,0,30.13758652795449,81.10685833326994
2024-06-06,1312,3,6,0,0,0,0,29.73226226473028,96.76807544846237
2024-06-07,1510,4,6,0,0,0,0,32.53417098698111,92.88151830638147
2024-06-08,1413,5,6,0,0,1,0,27.845387255598105,115.12207792673817
2024-06-09,1398,6,6,0,0,1,0,20.39704143707342,107.88666876219939
2024-06-10,1354,0,6,0,0,0,0,31.659276697299774,108.63399527365208
2024-06-11,1301,1,6,0,0,0,0,25.85911411322438,91.1351326254666
2024-06-12,1367,2,6,0,0,0,0,30.664536681203387,97.66128090192524
2024-06-13,1359,3,6,0,0,0,0,21.210604754547017,90.91752263889569
2024-06-14,1510,4,6,0,0,0,0,28.289758618734574,101.58642747056955
2024-06-15,1464,5,6,0,0,1,0,30.919791599660115,90.38985318786631
2024-06-16,1276,6,6,0,0,1,0,30.911677524809843,86.66108343214448
2024-06-17,1396,0,6,0,0,0,0,26.124546158964467,111.42909416863269
2024-06-18,1345,1,6,0,0,0,0,26.202562205481346,110.3377377196153
2024-06-19,1342,2,6,0,0,0,0,20.04178494892512,108.64148814073883
2024-06-20,1914,3,6,0,0,0,1,28.351801211853903,83.03676509975735
2024-06-21,1421,4,6,0,0,0,0,26.600979167092934,83.3652220536492
2024-06-22,1343,5,6,0,0,1,0,25.784786604747495,103.37186726219969
2024-06-23,1302,6,6,0,0,1,0,27.123517118383614,117.77450713384977
2024-06-24,1308,0,6,0,0,0,0,25.202700961364354,113.6509026399242
2024-06-25,1220,1,6,0,0,0,0,23.65113086955041,100.59544207576158
2024-06-26,1274,2,6,0,0,0,0,19.12257783757033,88.67236766183203
2024-06-27,1313,3,6,0,0,0,0,26.683192571350997,101.17736802668327
2024-06-28,1477,4,6,0,0,0,0,21.419712563243976,83.18992018837399
2024-06-29,1427,5,6,0,0,1,0,27.305472299960986,104.81681144409424
2024-06-30,1257,6,6,0,1,1,0,33.8931351686467,85.91101405481486
2024-07-01,1329,0,7,1,0,0,0,29.337533547159847,108.66542242515314
2024-07-02,1366,1,7,0,0,0,0,41.937268744122164,90.98346819328566
2024-07-03,1294,2,7,0,0,0,0,33.36032169989057,106.48008731994949
2024-07-04,1367,3,7,0,0,0,0,27.30293129103261,88.30148968686413
2024-07-05,1427,4,7,0,0,0,0,31.368612941405317,101.25842399461995
2024-07-06,1296,5,7,0,0,1,0,25.535850531907986,88.6417431852055
2024-07-07,1281,6,7,0,0,1,0,18.402193813616435,92.93619316967367
2024-07-08,1303,0,7,0,0,0,0,17.639334978096425,94.3041127617378
2024-07-09,1271,1,7,0,0,0,0,32.11947667202609,89.41560466308451
2024-07-10,1336,2,7,0,0,0,0,27.244472160369213,116.99183931465197
2024-07-11,1704,3,7,0,0,0,1,27.782936323205643,81.01355907256078
2024-07-12,1411,4,7,0,0,0,0,28.076519183962986,92.45394005086393
2024-07-13,2018,5,7,0,0,1,1,20.271486877626977,108.3969437739535
2024-07-14,1208,6,7,0,0,1,0,25.08506846692113,86.04502269472613
2024-07-15,1274,0,7,0,0,0,0,32.94822651379463,109.36893693684145
2024-07-16,1203,1,7,0,0,0,0,25.989936941804064,83.90765329705074
2024-07-17,1260,2,7,0,0,0,0,24.969814799885942,108.78067849230027
2024-07-18,1292,3,7,0,0,0,0,25.303675853533303,89.70306829049447
2024-07-19,1291,4,7,0,0,0,0,21.49415041467281,84.85592407407152
2024-07-20,1364,5,7,0,0,1,0,28.969544652221444,109.63390573250756
2024-07-21,1157,6,7,0,0,1,0,32.60937845956247,102.00763647479798
2024-07-22,1223,0,7,0,0,0,0,31.208339932234043,96.88713941428784
2024-07-23,1171,1,7,0,0,0,0,23.873903053884995,97.04157068151301
2024-07-24,1301,2,7,0,0,0,0,17.530954394208422,105.42421250618325
2024-07-25,1202,3,7,0,0,0,0,32.05539151233154,112.54248584820445
2024-07-26,1371,4,7,0,0,0,0,27.8110052822171,113.00130123285068
2024-07-27,1255,5,7,0,0,1,0,33.188215891213474,91.10494612546887
2024-07-28,1229,6,7,0,0,1,0,25.80321601509333,117.12991293346118
2024-07-29,1176,0,7,0,0,0,0,24.81934574586689,101.86518494030963
2024-07-30,1233,1,7,0,0,0,0,18.84945430356327,92.58574674611272
2024-07-31,1195,2,7,0,1,0,0,32.57504096188501,109.84616318091531
2024-08-01,1205,3,8,1,0,0,0,28.992438590923246,95.22973213191561
2024-08-02,1242,4,8,0,0,0,0,36.47166791744989,112.07506806422387
2024-08-03,1332,5,8,0,0,1,0,22.973040778739133,115.99442450621223
2024-08-04,1214,6,8,0,0,1,0,27.05569668702274,119.78575866398256
2024-08-05,1251,0,8,0,0,0,0,39.08547430240901,117.45650406574639
2024-08-06,1168,1,8,0,0,0,0,22.45189287210862,104.2869653777357
2024-08-07,1165,2,8,0,0,0,0,30.556611021012415,106.87660833276672
2024-08-08,1224,3,8,0,0,0,0,33.88236440159312,81.43100537066846
2024-08-09,1300,4,8,0,0,0,0,27.015731530280327,103.01533148745011
2024-08-10,1299,5,8,0,0,1,0,29.94565023139434,96.71903663494072
2024-08-11,1155,6,8,0,0,1,0,38.541300057213604,89.48653856046673
2024-08-12,1185,0,8,0,0,0,0,26.761804373464066,101.158165553561
2024-08-13,1142,1,8,0,0,0,0,30.27665810232031,112.09124768735616
2024-08-14,1131,2,8,0,0,0,0,31.36194305014877,118.58289030001656
2024-08-15,1201,3,8,0,0,0,0,27.79516709029486,99.5127725178087
2024-08-16,1302,4,8,0,0,0,0,25.688592735448143,100.56327313491654
2024-08-17,1267,5,8,0,0,1,0,25.557750030068167,119.30047020078493
2024-08-18,1038,6,8,0,0,1,0,27.98588794053435,102.7012804986429
2024-08-19,1153,0,8,0,0,0,0,24.140870257489517,88.9296879422534
2024-08-20,1114,1,8,0,0,0,0,30.919629618489253,92.16665816804203
2024-08-21,1118,2,8,0,0,0,0,20.533400981538538,93.56294916223077
2024-08-22,1108,3,8,0,0,0,0,40.135242995698086,88.02148546709827
2024-08-23,1299,4,8,0,0,0,0,29.5813859814898,102.4414184609206
2024-08-24,1206,5,8,0,0,1,0,26.376170992675526,119.5906045642532
2024-08-25,1128,6,8,0,0,1,0,26.240205668788064,106.77878758829847
2024-08-26,1159,0,8,0,0,0,0,33.11174549899866,84.22826780261212
2024-08-27,1208,1,8,0,0,0,0,17.79339249308261,97.33920219286351
2024-08-28,1158,2,8,0,0,0,0,25.882537358150856,89.03893327076577
2024-08-29,1237,3,8,0,0,0,0,28.432393633615096,113.43374742233146
2024-08-30,1308,4,8,0,0,0,0,29.815835358509563,107.36245581806902
2024-08-31,1231,5,8,0,1,1,0,31.188404196129305,85.29334917402339
2024-09-01,1123,6,9,1,0,1,0,19.90576567805831,109.89757425899009
2024-09-02,1228,0,9,0,0,0,0,29.02586734193637,101.59331914057059
2024-09-03,1171,1,9,0,0,0,0,28.8458889737292,101.8200017964389
2024-09-04,1158,2,9,0,0,0,0,28.32057788009859,80.29837096331275
2024-09-05,1146,3,9,0,0,0,0,35.641186209789765,114.15827427977328
2024-09-06,1212,4,9,0,0,0,0,30.75824323505568,90.43615837637728
2024-09-07,1271,5,9,0,0,1,0,26.09888529762263,117.21737946824902
2024-09-08,1017,6,9,0,0,1,0,31.749359444944773,110.93861575242903
2024-09-09,1113,0,9,0,0,0,0,24.1687717752761,81.91341719638415
2024-09-10,1139,1,9,0,0,0,0,32.88911992995383,102.1948621687633
2024-09-11,1824,2,9,0,0,0,1,28.3060647264014,97.60314078721146
2024-09-12,1200,3,9,0,0,0,0,29.72542590138515,112.85664774625275
2024-09-13,1271,4,9,0,0,0,0,16.68934235522966,108.55496671494815
2024-09-14,1202,5,9,0,0,1,0,24.960256410844355,107.17455817681063
2024-09-15,1060,6,9,0,0,1,0,36.62151223912047,111.9956599193288
2024-09-16,1226,0,9,0,0,0,0,27.812556295097938,102.6855502344064
2024-09-17,1158,1,9,0,0,0,0,32.78855184967875,88.90386098454474
2024-09-18,1120,2,9,0,0,0,0,32.59775930976033,112.79410374623696
2024-09-19,1146,3,9,0,0,0,0,34.713379012845934,89.57935904299347
2024-09-20,1285,4,9,0,0,0,0,33.245180447439004,108.36178262060204
2024-09-21,1120,5,9,0,0,1,0,27.132865105735014,103.21096829484895
2024-09-22,1068,6,9,0,0,1,0,29.48263109093939,83.48748911533869
2024-09-23,1132,0,9,0,0,0,0,24.36633604305246,86.19324383655051
2024-09-24,1078,1,9,0,0,0,0,27.82553417807523,94.39821567833054
2024-09-25,1087,2,9,0,0,0,0,19.012317104212514,98.29973731225644
2024-09-26,1187,3,9,0,0,0,0,19.90671313713172,110.8634830987139
2024-09-27,1174,4,9,0,0,0,0,25.098554191715635,97.49495849007405
2024-09-28,1119,5,9,0,0,1,0,28.77378305232145,101.55951421009831
2024-09-29,978,6,9,0,0,1,0,28.525281735249546,97.41017605803735
2024-09-30,1089,0,9,0,1,0,0,26.714738848273623,116.63208417852108
2024-10-01,1129,1,10,1,0,0,0,20.05426101190284,101.25105176325718
2024-10-02,1145,2,10,0,0,0,0,23.464696843205605,104.53620172478952
2024-10-03,1108,3,10,0,0,0,0,31.506322545106162,103.79091892503993
2024-10-04,1291,4,10,0,0,0,0,36.17570204803499,93.88297563075916
2024-10-05,1114,5,10,0,0,1,0,27.49054024310799,96.2888505641582
2024-10-06,1054,6,10,0,0,1,0,20.160903862722392,84.5987565963
2024-10-07,1191,0,10,0,0,0,0,38.14971112905363,86.13953075915211
2024-10-08,1081,1,10,0,0,0,0,24.799314527843478,106.30591523950878
2024-10-09,1119,2,10,0,0,0,0,31.666777355186955,110.9484949972255
2024-10-10,1164,3,10,0,0,0,0,29.04989700262563,99.21832897341352
2024-10-11,1248,4,10,0,0,0,0,30.67643640182439,110.16906146466496
2024-10-12,1144,5,10,0,0,1,0,25.045105392243446,101.38426648855523
2024-10-13,1202,6,10,0,0,1,0,26.36979853867622,87.57408685197406
2024-10-14,1117,0,10,0,0,0,0,28.41528101440738,96.7815340107601
2024-10-15,1123,1,10,0,0,0,0,23.15554046766866,112.97744842536447
2024-10-16,1040,2,10,0,0,0,0,31.97907761867199,85.75354773521207
2024-10-17,1188,3,10,0,0,0,0,28.494592958470577,93.00198346862459
2024-10-18,1208,4,10,0,0,0,0,32.3671482147926,92.91373194615007
2024-10-19,1175,5,10,0,0,1,0,27.083876534521323,108.84232060157271
2024-10-20,1111,6,10,0,0,1,0,29.767090343176744,94.90786242495753
2024-10-21,1213,0,10,0,0,0,0,27.111369198017016,99.13488858721054
2024-10-22,1151,1,10,0,0,0,0,26.979369387221304,105.03805716380528
2024-10-23,1200,2,10,0,0,0,0,20.95064658649568,91.13184551202828
2024-10-24,1158,3,10,0,0,0,0,31.70560722248179,90.82000714003127
2024-10-25,1205,4,10,0,0,0,0,27.40151710510342,92.65727981781681
2024-10-26,1184,5,10,0,0,1,0,34.571351743245835,88.16007527735273
2024-10-27,1042,6,10,0,0,1,0,31.096393638780484,83.53312553329278
2024-10-28,1163,0,10,0,0,0,0,22.42850755995147,113.60658737316591
2024-10-29,1110,1,10,0,0,0,0,20.377055594141606,81.05195094564353
2024-10-30,1507,2,10,0,0,0,1,31.70768144407537,98.91427907472496
2024-10-31,1207,3,10,0,1,0,0,28.794597060102085,119.48792294495713
2024-11-01,1227,4,11,1,0,0,0,28.804929779007505,93.56179828410893
2024-11-02,1268,5,11,0,0,1,0,39.13283069121271,83.4395840915027
2024-11-03,1154,6,11,0,0,1,0,31.00902497689956,106.5122992341789
2024-11-04,1280,0,11,0,0,0,0,32.97945095558899,113.68068585324664
2024-11-05,1037,1,11,0,0,0,0,30.55114690659216,115.90340207828183
2024-11-06,1159,2,11,0,0,0,0,32.15785502859969,97.56019067335333
2024-11-07,1201,3,11,0,0,0,0,24.204807747609497,108.8399374175435
2024-11-08,1182,4,11,0,0,0,0,25.126347939824715,85.80047465979511
2024-11-09,1117,5,11,0,0,1,0,36.94476906205026,81.9024202499133
2024-11-10,1232,6,11,0,0,1,0,26.832281008468176,91.82040708167656
2024-11-11,1126,0,11,0,0,0,0,34.70693715978946,85.92089542439237
2024-11-12,1124,1,11,0,0,0,0,25.286432479682233,97.46263213393793
2024-11-13,1159,2,11,0,0,0,0,25.20240706214591,105.26930341590477
2024-11-14,1227,3,11,0,0,0,0,34.28540322118018,113.07712111150116
2024-11-15,1289,4,11,0,0,0,0,25.318674282510084,111.50012948593205
2024-11-16,1255,5,11,0,0,1,0,25.994281180157554,103.4287053530706
2024-11-17,1210,6,11,0,0,1,0,26.305738248114032,116.66207184371189
2024-11-18,1200,0,11,0,0,0,0,30.019202302794255,113.72242418592089
2024-11-19,1094,1,11,0,0,0,0,25.487675454367622,87.36170553902127
2024-11-20,1192,2,11,0,0,0,0,29.050983318872106,114.2329872157367
2024-11-21,1226,3,11,0,0,0,0,32.10778077572421,90.55967382259269
2024-11-22,1386,4,11,0,0,0,0,29.28323850980968,90.62262115611503
2024-11-23,1229,5,11,0,0,1,0,27.303734714799013,103.95222272687847
2024-11-24,1193,6,11,0,0,1,0,40.77535499955754,102.78082373188431
2024-11-25,1202,0,11,0,0,0,0,35.70751049043954,94.04807016735893
2024-11-26,1173,1,11,0,0,0,0,29.79713849019024,85.60812678168014
2024-11-27,1197,2,11,0,0,0,0,14.86896127064098,93.0639761293404
2024-11-28,1309,3,11,0,0,0,0,32.01224297052693,118.8111036308967
2024-11-29,1342,4,11,0,0,0,0,26.99283099615018,87.4988785905829
2024-11-30,1182,5,11,0,1,1,0,24.85270573442311,94.84286045347346
2024-12-01,1200,6,12,1,0,1,0,29.421445572922604,84.45219414093293
2024-12-02,1235,0,12,0,0,0,0,29.32577347640081,107.62371041428348
2024-12-03,1221,1,12,0,0,0,0,31.00523038088173,100.93717696993617
2024-12-04,1177,2,12,0,0,0,0,30.273408795701727,104.57628154742076
2024-12-05,1227,3,12,0,0,0,0,36.7291019083622,115.22984485438818
2024-12-06,1325,4,12,0,0,0,0,28.014525301801847,98.25661192618537
2024-12-07,1271,5,12,0,0,1,0,36.69205819313154,96.30266549907111
2024-12-08,1218,6,12,0,0,1,0,33.49694156678634,116.31880410230289
2024-12-09,1233,0,12,0,0,0,0,32.789933144248884,107.40671642270681
2024-12-10,1280,1,12,0,0,0,0,31.458951395483908,99.55152117641771
2024-12-11,1285,2,12,0,0,0,0,33.76462769558346,82.77580929586202
2024-12-12,1329,3,12,0,0,0,0,26.04139060755462,111.43846776368795
2024-12-13,1407,4,12,0,0,0,0,29.01880970875963,92.02408403348927
2024-12-14,1303,5,12,0,0,1,0,20.934260935423776,90.56884863894811
2024-12-15,1256,6,12,0,0,1,0,36.2922191982732,102.2288935278981
2024-12-16,1274,0,12,0,0,0,0,30.073554080046613,92.86285998290413
2024-12-17,1267,1,12,0,0,0,0,39.746652809304535,109.64788466026025
2024-12-18,1239,2,12,0,0,0,0,32.9736817495242,98.0045566571475
2024-12-19,1249,3,12,0,0,0,0,28.04280823562224,119.97375438608955
2024-12-20,1417,4,12,0,0,0,0,30.70484936133022,90.2279516231703
2024-12-21,1362,5,12,0,0,1,0,29.586470349495755,82.62041496154772
2024-12-22,1292,6,12,0,0,1,0,33.47385350514509,103.62345170067042
2024-12-23,1332,0,12,0,0,0,0,22.951311655092596,118.23946906218396
2024-12-24,1256,1,12,0,0,0,0,27.488727171210275,118.181621247371
2024-12-25,1326,2,12,0,0,0,0,27.83376594222831,117.24047745843254
2024-12-26,1344,3,12,0,0,0,0,27.216246841153538,90.8746672834708
2024-12-27,1419,4,12,0,0,0,0,28.997798147147787,101.30389440310616
2024-12-28,1432,5,12,0,0,1,0,35.60087432842758,81.69386280581824
2024-12-29,1271,6,12,0,0,1,0,18.717251993287547,100.18232156965763
2024-12-30,1357,0,12,0,0,0,0,21.547651433675085,113.2105216351236
