applicant_id,age,annual_income,employment_years,credit_history_years,num_credit_accounts,debt_to_income_ratio,credit_utilization,late_payments_12m,max_delinquency_days,recent_inquiries,bankruptcy_history,credit_score,risk_category
2479,33,121054.12,4.9,40.0,9,0.427,0.168,1,90,2,0,735,Good
2480,41,102239.71,0.9,16.3,7,0.343,0.177,1,0,0,0,702,Good
2481,23,27128.06,9.1,3.0,9,0.262,0.231,0,30,0,0,611,Poor
2482,47,10574.2,0.9,3.3,7,0.313,0.566,0,30,1,0,446,Risky
2483,59,54271.28,10.3,11.5,5,0.462,0.378,0,0,0,0,662,Fair
2484,21,76121.13,2.8,12.3,3,0.224,0.335,1,0,1,0,611,Poor
2485,30,24830.65,4.6,33.8,5,0.482,0.064,2,0,1,1,599,Very Poor
2486,56,41964.03,2.1,2.5,6,0.339,0.369,0,60,0,0,572,Very Poor
2487,55,27497.7,2.0,5.3,9,0.22,0.154,1,0,1,0,555,Very Poor
2488,63,25426.11,1.6,2.9,7,0.332,0.248,2,90,1,0,532,Risky
2489,21,124155.23,1.0,4.8,5,0.655,0.177,1,0,2,0,600,Very Poor
2490,40,60128.67,2.2,1.4,8,0.34,0.165,1,0,0,0,534,Risky
2491,43,15771.17,1.2,4.5,11,0.513,0.125,1,0,2,0,510,Risky
2492,45,93856.49,13.0,1.1,5,0.271,0.435,0,30,1,0,595,Very Poor
2493,49,47816.36,4.5,38.1,7,0.565,0.297,0,0,1,0,751,Excellent
2494,34,40963.78,8.4,0.2,6,0.065,0.161,0,30,0,0,584,Very Poor
2495,28,32091.78,4.0,1.3,8,0.181,0.314,1,0,0,0,589,Very Poor
2496,47,42466.85,5.3,10.5,11,0.444,0.657,2,0,0,0,539,Risky
2497,34,31208.27,3.8,1.4,8,0.37,0.128,0,0,1,0,534,Risky
2498,58,20419.41,1.7,6.4,3,0.394,0.281,1,0,1,0,519,Risky
2499,52,73163.37,3.2,3.7,4,0.535,0.354,2,0,1,0,579,Very Poor
2500,26,24251.61,0.2,1.3,6,0.062,0.131,2,0,0,0,528,Risky
2501,41,56177.78,6.2,0.5,11,0.152,0.281,0,0,0,0,544,Risky
2502,25,32392.49,5.8,6.6,6,0.06,0.263,3,0,0,1,441,Risky
2503,66,31712.27,9.7,2.3,11,0.175,0.377,3,0,1,0,538,Risky
2504,45,34589.97,2.1,2.7,13,0.384,0.302,0,90,3,0,435,Risky
2505,43,112242.39,1.8,11.3,12,0.29,0.359,1,120,0,0,621,Poor
2506,54,11564.59,3.5,12.7,10,0.171,0.269,1,60,0,0,494,Risky
2507,56,47895.99,4.6,19.3,11,0.31,0.272,3,0,1,0,661,Fair
2508,48,38061.2,6.2,9.0,4,0.215,0.412,0,30,1,0,596,Very Poor
2509,38,53475.49,0.9,1.7,11,0.118,0.187,1,0,0,0,550,Risky
2510,35,127184.92,1.7,7.9,6,0.259,0.221,0,120,1,0,649,Poor
2511,44,20830.61,4.3,4.2,12,0.248,0.262,0,0,0,0,570,Very Poor
2512,34,106303.85,1.6,6.3,8,0.427,0.155,1,0,2,0,545,Risky
2513,21,106994.09,3.6,1.1,9,0.22,0.467,3,0,0,0,521,Risky
2514,53,120637.63,1.5,1.0,10,0.281,0.232,2,60,2,0,546,Risky
2515,37,39133.0,3.7,8.4,4,0.155,0.258,0,0,2,0,535,Risky
2516,46,44408.97,6.3,3.8,8,0.425,0.396,2,0,0,0,500,Risky
2517,27,108064.02,1.4,1.5,9,0.24,0.123,1,0,2,0,589,Very Poor
2518,32,73101.99,6.9,5.7,10,0.575,0.178,1,0,1,0,568,Very Poor
2519,46,48014.49,5.1,4.9,5,0.235,0.485,1,30,2,0,518,Risky
2520,39,40709.55,5.4,5.7,3,0.206,0.328,1,0,0,0,610,Poor
2521,45,54933.21,8.7,2.0,5,0.382,0.27,3,30,0,0,516,Risky
2522,61,60279.91,4.8,0.1,8,0.619,0.654,0,120,0,0,519,Risky
2523,32,172252.78,3.8,27.1,7,0.502,0.304,1,30,1,0,734,Good
2524,40,100166.8,1.3,2.5,7,0.357,0.325,1,0,0,0,635,Poor
2525,45,56557.54,2.3,9.7,8,0.339,0.316,0,0,0,0,597,Very Poor
2526,34,51478.45,0.6,0.7,7,0.249,0.196,1,0,2,0,549,Risky
2527,45,40543.13,4.0,4.4,7,0.286,0.377,2,0,2,0,539,Risky
2528,39,29811.65,1.0,4.0,11,0.372,0.164,0,0,1,1,487,Risky
2529,35,52885.84,0.7,4.4,10,0.585,0.202,3,0,1,0,555,Very Poor
2530,37,103687.75,7.4,22.1,6,0.26,0.416,2,0,2,0,696,Fair
2531,24,113363.68,4.8,25.6,8,0.238,0.261,0,0,0,0,729,Good
2532,50,63979.47,4.0,1.5,5,0.478,0.312,3,0,0,0,490,Risky
2533,32,61230.38,8.9,1.2,10,0.214,0.199,1,60,2,0,472,Risky
2534,49,61911.59,1.0,2.7,8,0.08,0.289,0,30,2,0,578,Very Poor
2535,30,102327.66,7.6,4.2,6,0.12,0.308,1,0,2,0,635,Poor
2536,53,43407.26,17.9,8.2,9,0.489,0.186,1,30,0,0,595,Very Poor
2537,41,7059.08,7.5,5.0,8,0.266,0.406,0,60,2,0,432,Risky
2538,31,25801.8,0.5,16.3,8,0.096,0.048,2,0,2,0,554,Very Poor
2539,47,32862.48,6.0,3.5,6,0.094,0.479,1,30,0,0,571,Very Poor
2540,21,100898.81,3.3,0.5,13,0.299,0.127,1,30,3,0,538,Risky
2541,50,29469.13,12.2,10.9,8,0.242,0.29,0,0,0,0,605,Poor
2542,22,45669.17,3.0,5.9,9,0.277,0.285,2,0,3,0,507,Risky
2543,47,144803.15,6.9,20.2,6,0.15,0.076,1,0,1,0,772,Excellent
2544,22,41904.45,1.7,1.1,4,0.533,0.285,0,0,0,0,594,Very Poor
2545,52,48760.84,1.5,4.2,11,0.477,0.52,0,90,1,0,511,Risky
2546,26,68812.6,5.6,4.7,6,0.417,0.26,2,0,1,0,569,Very Poor
2547,61,83949.85,0.3,3.8,4,0.304,0.234,0,0,1,0,638,Poor
2548,36,116439.89,8.9,1.5,16,0.173,0.224,0,30,1,0,642,Poor
2549,48,16633.11,0.0,4.7,4,0.472,0.472,0,0,1,0,525,Risky
2550,25,61433.62,2.6,40.0,14,0.386,0.422,0,0,0,0,812,Excellent
2551,25,37217.83,3.0,3.2,11,0.5,0.425,2,0,1,0,481,Risky
2552,52,50555.19,1.1,19.7,6,0.081,0.473,1,0,1,0,636,Poor
2553,55,44744.8,28.1,1.1,9,0.491,0.2,0,60,1,0,531,Risky
2554,47,22791.71,1.5,40.0,3,0.321,0.453,2,90,0,1,575,Very Poor
2555,29,49331.65,15.2,3.8,7,0.344,0.224,0,0,2,0,593,Very Poor
2556,47,27152.02,23.9,3.0,9,0.149,0.204,1,0,0,0,545,Risky
2557,21,48089.62,1.3,11.4,10,0.38,0.381,2,0,1,0,529,Risky
2558,36,17976.78,1.9,6.9,9,0.366,0.11,2,0,0,0,601,Poor
2559,40,13685.02,1.0,2.7,10,0.101,0.132,4,30,3,0,383,Risky
2560,60,16708.13,7.5,1.4,8,0.231,0.217,1,30,0,0,453,Risky
2561,37,17853.69,1.7,0.0,6,0.367,0.297,2,60,0,0,466,Risky
2562,70,36383.07,5.9,13.8,10,0.635,0.186,2,60,3,0,520,Risky
2563,33,37688.35,7.3,23.0,8,0.519,0.483,2,30,3,0,561,Very Poor
2564,45,180267.2,3.4,6.5,4,0.186,0.127,1,0,1,0,623,Poor
2565,56,101104.52,0.5,9.9,9,0.26,0.116,3,0,1,0,599,Very Poor
2566,38,39982.54,16.1,2.8,5,0.506,0.23,0,90,0,0,559,Very Poor
2567,46,32111.54,17.6,2.0,6,0.493,0.104,4,30,0,0,434,Risky
2568,21,19790.92,2.8,2.2,8,0.366,0.331,1,30,1,0,462,Risky
2569,24,57070.94,2.9,11.4,9,0.077,0.353,3,0,1,0,560,Very Poor
2570,56,48188.12,4.5,14.8,4,0.167,0.15,1,60,0,0,597,Very Poor
2571,46,64821.39,2.5,18.9,7,0.334,0.281,0,0,2,0,691,Fair
2572,37,99213.56,3.9,5.8,7,0.179,0.104,1,0,0,0,612,Poor
2573,37,310124.94,1.9,0.0,10,0.031,0.631,0,30,0,0,638,Poor
2574,65,88762.52,7.2,12.7,4,0.472,0.595,0,30,0,0,673,Fair
2575,58,30190.38,11.0,7.4,5,0.259,0.542,0,0,1,0,589,Very Poor
2576,36,149066.69,3.2,1.9,7,0.218,0.12,0,30,0,0,692,Fair
2577,51,60598.86,6.4,7.1,10,0.314,0.103,0,0,1,1,537,Risky
2578,44,26302.44,0.7,1.3,14,0.437,0.573,1,30,2,1,343,Risky
2579,29,28384.6,9.3,6.7,5,0.229,0.4,1,60,0,0,605,Poor
2580,27,11320.27,12.3,5.4,7,0.386,0.25,1,30,0,0,533,Risky
2581,25,25728.3,3.9,0.3,9,0.06,0.164,0,0,1,0,588,Very Poor
2582,53,112165.62,2.5,8.2,11,0.186,0.356,0,60,0,0,565,Very Poor
2583,51,49623.59,0.2,0.9,4,0.395,0.138,0,30,3,1,418,Risky
2584,50,47767.09,6.0,1.0,14,0.228,0.289,1,0,0,0,531,Risky
2585,21,380294.08,1.8,11.0,7,0.078,0.393,0,60,2,0,716,Good
2586,49,88801.69,7.0,16.8,4,0.205,0.064,0,0,1,0,700,Fair
2587,70,65138.77,8.8,13.5,8,0.191,0.092,1,0,2,0,659,Fair
2588,50,31188.83,5.6,2.7,12,0.268,0.665,1,0,0,0,562,Very Poor
2589,33,62704.47,0.4,3.6,8,0.485,0.086,0,0,1,0,601,Poor
2590,51,68148.6,1.7,0.9,14,0.383,0.196,1,0,0,0,531,Risky
2591,58,32026.42,4.1,0.2,5,0.617,0.128,0,0,1,0,571,Very Poor
2592,21,40705.1,5.8,1.0,8,0.157,0.4,1,60,2,0,488,Risky
2593,24,70161.43,2.4,7.5,8,0.38,0.398,1,60,2,0,574,Very Poor
2594,56,83634.35,5.0,0.4,7,0.472,0.253,1,30,2,0,593,Very Poor
2595,45,56103.12,0.1,6.0,5,0.452,0.324,1,0,1,0,592,Very Poor
2596,56,42581.05,8.1,22.0,9,0.107,0.449,0,0,0,0,649,Poor
2597,21,43788.09,1.0,10.9,10,0.294,0.23,1,30,1,0,526,Risky
2598,51,30500.5,8.4,10.7,6,0.146,0.143,0,0,0,0,671,Fair
2599,46,8918.91,11.4,5.8,12,0.84,0.419,2,0,1,0,496,Risky
2600,21,22720.65,11.6,21.2,11,0.485,0.392,1,0,1,0,595,Very Poor
2601,35,70613.8,1.5,13.8,9,0.422,0.168,0,0,1,0,651,Fair
2602,58,18164.95,1.0,7.9,11,0.053,0.379,0,0,1,0,595,Very Poor
2603,33,7437.29,3.9,8.2,8,0.045,0.242,2,0,0,0,478,Risky
2604,44,37107.63,9.3,0.3,3,0.135,0.229,1,60,1,0,547,Risky
2605,30,30674.58,0.7,8.1,10,0.576,0.348,3,0,3,0,508,Risky
2606,32,45119.73,5.9,1.0,6,0.175,0.125,1,30,1,0,541,Risky
2607,52,23328.98,15.6,5.4,8,0.142,0.68,0,0,2,0,592,Very Poor
2608,53,47128.92,0.3,28.0,14,0.146,0.373,4,90,1,0,546,Risky
2609,38,17901.42,0.0,8.7,11,0.117,0.354,0,0,1,0,572,Very Poor
2610,43,18125.53,0.8,1.5,7,0.441,0.32,3,0,3,0,502,Risky
2611,40,85606.6,3.9,3.5,8,0.011,0.427,0,0,0,0,610,Poor
2612,42,30611.94,3.2,1.3,9,0.142,0.209,1,0,1,0,530,Risky
2613,45,14820.29,5.6,17.6,12,0.29,0.536,0,0,0,0,606,Poor
2614,22,9848.0,2.3,7.4,6,0.153,0.383,2,0,0,0,461,Risky
2615,21,86587.18,5.7,6.1,7,0.386,0.166,1,0,1,0,593,Very Poor
2616,44,88461.89,7.6,12.3,12,0.403,0.248,0,0,1,0,694,Fair
2617,52,14636.46,0.6,2.8,9,0.14,0.178,0,0,0,0,515,Risky
2618,21,19506.22,11.8,1.2,7,0.203,0.5,0,0,0,0,456,Risky
2619,39,24264.9,4.7,1.6,13,0.402,0.159,1,0,1,0,527,Risky
2620,47,33628.17,6.4,1.5,8,0.321,0.271,1,0,0,0,556,Very Poor
2621,53,33646.07,3.2,0.4,9,0.35,0.147,1,0,2,0,533,Risky
2622,44,54604.75,2.2,1.8,6,0.553,0.264,1,0,0,0,553,Very Poor
2623,37,36533.51,3.2,11.0,9,0.094,0.189,2,0,2,0,596,Very Poor
2624,21,71591.39,1.6,4.4,6,0.519,0.451,4,0,1,0,509,Risky
2625,43,47384.74,3.2,12.3,9,0.122,0.396,1,120,0,0,556,Very Poor
2626,50,30953.8,0.1,8.4,5,0.105,0.436,1,30,3,0,510,Risky
2627,43,63530.58,7.0,24.3,10,0.414,0.472,1,0,0,0,682,Fair
2628,47,37263.17,8.7,12.2,7,0.348,0.241,1,0,2,0,605,Poor
2629,53,27108.7,4.3,1.4,10,0.522,0.285,1,0,5,0,495,Risky
2630,21,37643.37,6.9,7.1,11,0.452,0.238,4,0,0,0,552,Very Poor
2631,49,9929.38,1.7,4.4,11,0.246,0.441,3,0,1,0,452,Risky
2632,69,55338.73,9.4,0.4,1,0.528,0.222,1,30,1,0,514,Risky
2633,40,133119.71,2.6,7.9,8,0.314,0.31,2,0,3,0,609,Poor
2634,47,35380.57,5.7,7.8,9,0.299,0.255,0,0,3,0,557,Very Poor
2635,43,18424.33,3.6,6.4,7,0.476,0.666,1,0,1,0,505,Risky
2636,30,25934.71,4.1,11.8,11,0.022,0.307,1,30,1,0,575,Very Poor
2637,29,101176.13,8.5,30.2,11,0.11,0.18,0,30,1,0,762,Excellent
2638,22,32564.61,2.1,6.6,5,0.563,0.286,2,0,2,0,554,Very Poor
2639,38,23145.23,4.7,6.5,11,0.292,0.068,2,30,1,0,523,Risky
2640,50,85922.51,1.4,4.7,5,0.477,0.395,2,0,2,0,583,Very Poor
2641,36,54538.27,1.3,11.9,7,0.584,0.319,0,0,0,0,629,Poor
2642,27,74445.25,4.1,9.8,6,0.11,0.629,1,90,2,0,564,Very Poor
2643,40,26646.59,0.0,3.9,10,0.122,0.201,1,0,0,0,577,Very Poor
2644,53,141088.38,4.8,5.8,9,0.415,0.306,3,0,2,0,615,Poor
2645,49,98095.58,6.5,13.9,10,0.548,0.109,1,30,1,0,655,Fair
2646,48,229522.37,2.4,4.7,7,0.315,0.202,0,0,0,0,681,Fair
2647,48,15076.45,10.7,0.1,7,0.061,0.166,3,0,0,0,501,Risky
2648,56,103835.33,3.8,3.9,6,0.399,0.261,0,0,0,0,635,Poor
2649,34,179935.44,7.4,0.1,11,0.392,0.22,1,0,4,0,617,Poor
2650,37,134946.5,9.0,0.1,12,0.223,0.269,4,0,1,0,570,Very Poor
2651,32,112633.49,7.5,16.4,1,0.465,0.23,1,0,3,0,640,Poor
2652,23,52727.36,0.7,5.1,4,0.413,0.401,4,60,0,0,463,Risky
2653,32,60090.33,1.3,6.1,7,0.367,0.265,1,0,0,0,628,Poor
2654,39,21756.85,6.1,23.6,6,0.182,0.408,0,0,1,0,640,Poor
2655,36,6676.26,1.7,4.1,10,0.17,0.278,0,30,1,1,390,Risky
2656,21,42141.12,4.1,8.9,9,0.223,0.347,0,0,1,0,611,Poor
2657,37,30843.86,1.1,5.5,8,0.275,0.104,0,0,2,0,553,Very Poor
2658,23,4237.12,10.0,1.3,8,0.517,0.345,0,120,2,0,323,Risky
2659,39,76226.81,8.8,1.3,7,0.126,0.538,1,30,2,0,544,Risky
2660,54,61454.11,6.2,0.2,8,0.573,0.472,1,0,3,0,562,Very Poor
2661,31,58438.76,1.0,7.8,9,0.31,0.284,0,0,2,0,621,Poor
2662,38,166489.63,10.7,5.5,6,0.063,0.314,1,0,2,0,616,Poor
2663,40,59650.47,10.3,1.8,6,0.154,0.623,0,60,0,0,511,Risky
2664,30,59469.09,25.7,17.4,13,0.17,0.554,1,30,0,0,605,Poor
2665,41,76076.4,1.8,1.2,10,0.207,0.103,1,0,0,0,576,Very Poor
2666,53,60982.07,15.8,9.0,9,0.237,0.275,0,30,0,0,601,Poor
2667,42,19752.33,9.6,1.6,4,0.374,0.369,0,0,0,0,529,Risky
2668,55,70826.33,7.7,17.9,5,0.381,0.386,2,0,1,0,660,Fair
2669,30,41089.93,32.7,1.8,4,0.233,0.127,0,0,1,0,602,Poor
2670,23,30703.81,1.9,7.6,10,0.502,0.228,2,0,0,0,513,Risky
2671,51,34010.18,1.5,7.0,9,0.057,0.628,0,0,0,0,592,Very Poor
2672,43,134433.76,7.1,0.5,9,0.434,0.358,1,0,1,0,595,Very Poor
2673,40,57801.64,5.1,13.1,4,0.152,0.243,0,90,1,0,612,Poor
2674,40,126058.27,5.2,14.8,11,0.412,0.36,3,90,1,0,576,Very Poor
2675,46,228543.07,9.0,23.7,7,0.474,0.297,1,30,0,0,721,Good
2676,38,90260.66,4.9,6.1,9,0.068,0.388,1,30,3,0,559,Very Poor
2677,28,109224.16,1.9,13.4,3,0.191,0.236,1,0,3,0,585,Very Poor
2678,48,178282.84,4.3,6.3,6,0.637,0.321,1,0,2,0,646,Poor
2679,52,61282.18,0.2,4.7,12,0.196,0.25,2,0,1,0,567,Very Poor
2680,39,18056.65,1.0,8.1,9,0.068,0.398,2,0,0,0,553,Very Poor
2681,34,29895.62,8.3,11.3,8,0.252,0.254,0,0,1,0,637,Poor
2682,57,44699.18,3.7,0.2,14,0.344,0.122,0,0,2,0,541,Risky
2683,29,15873.74,6.6,24.8,6,0.337,0.373,0,0,2,0,622,Poor
2684,45,144506.69,2.0,8.7,8,0.17,0.138,0,0,1,0,699,Fair
2685,36,14744.86,0.2,14.8,5,0.154,0.311,2,0,1,0,520,Risky
2686,39,32841.78,0.3,10.4,5,0.2,0.221,2,0,3,0,535,Risky
2687,51,35772.62,1.7,0.4,10,0.09,0.337,1,0,1,0,531,Risky
2688,45,145808.9,2.4,9.2,14,0.152,0.181,0,0,0,0,730,Good
2689,29,28488.42,0.1,1.5,6,0.359,0.506,1,0,1,0,524,Risky
2690,40,26823.1,0.0,2.6,7,0.185,0.476,0,90,0,0,543,Risky
2691,59,56140.67,11.8,22.6,6,0.313,0.189,0,0,1,0,657,Fair
2692,40,38331.32,1.1,0.8,13,0.133,0.251,0,0,2,1,480,Risky
2693,31,68816.59,0.6,33.2,13,0.317,0.565,1,0,1,0,723,Good
2694,26,52161.09,5.3,4.1,8,0.12,0.33,4,120,0,0,480,Risky
2695,53,30417.05,6.1,3.0,16,0.22,0.308,0,0,0,0,508,Risky
2696,66,69190.8,0.9,21.2,5,0.07,0.387,0,0,1,0,670,Fair
2697,27,31742.65,12.7,1.4,9,0.274,0.391,0,0,4,0,503,Risky
2698,51,138927.05,0.3,3.9,10,0.506,0.096,3,0,1,0,532,Risky
2699,24,135008.71,7.7,18.7,7,0.564,0.04,0,0,0,0,764,Excellent
2700,40,23333.88,5.9,5.1,7,0.135,0.254,0,0,2,0,583,Very Poor
2701,37,148827.84,4.4,4.0,6,0.192,0.148,2,0,1,0,646,Poor
2702,21,38320.05,4.6,7.6,10,0.134,0.215,1,90,0,0,525,Risky
2703,43,28919.49,7.1,2.2,3,0.28,0.255,2,120,2,0,462,Risky
2704,46,176245.63,2.9,7.3,7,0.359,0.412,2,0,1,0,669,Fair
2705,44,134471.94,5.2,4.2,6,0.13,0.188,1,120,1,0,612,Poor
2706,35,22626.93,5.1,13.5,14,0.419,0.112,0,0,2,0,579,Very Poor
2707,33,11228.46,2.7,4.7,10,0.173,0.121,3,0,1,0,468,Risky
2708,57,52816.09,10.9,11.2,7,0.379,0.165,4,0,0,0,523,Risky
2709,59,10358.17,13.8,3.8,7,0.034,0.159,0,0,1,0,620,Poor
2710,21,27266.4,0.9,8.2,8,0.13,0.401,2,0,1,0,529,Risky
2711,45,54156.76,0.2,31.4,9,0.268,0.268,3,0,0,0,670,Fair
2712,25,33793.46,2.4,17.1,7,0.047,0.376,1,0,0,0,561,Very Poor
2713,21,129833.37,13.8,6.1,8,0.344,0.665,0,0,1,0,726,Good
2714,33,28616.29,2.5,5.8,10,0.239,0.296,0,0,0,0,578,Very Poor
2715,37,28153.71,4.2,27.5,8,0.583,0.234,1,0,1,0,600,Very Poor
2716,41,252786.77,0.8,2.6,9,0.121,0.228,0,30,4,0,695,Fair
2717,41,88717.16,8.2,19.6,4,0.194,0.277,3,0,1,0,567,Very Poor
2718,41,21264.3,0.2,5.6,11,0.311,0.275,1,0,2,0,488,Risky
2719,30,91310.1,0.0,2.2,6,0.169,0.203,0,0,0,0,609,Poor
2720,47,72150.89,7.0,2.8,5,0.143,0.153,2,0,0,0,653,Fair
2721,39,102526.39,5.9,6.8,8,0.329,0.433,1,0,0,0,664,Fair
2722,37,331347.97,1.5,3.9,7,0.06,0.272,0,0,1,0,719,Good
2723,31,13032.61,1.7,20.5,7,0.044,0.278,2,0,1,1,442,Risky
2724,41,100848.76,0.4,0.6,3,0.405,0.199,5,0,0,0,483,Risky
2725,41,44933.01,5.6,5.1,11,0.073,0.379,0,0,1,0,625,Poor
2726,49,33300.3,12.0,6.1,11,0.368,0.54,1,0,2,0,550,Risky
2727,21,14170.66,4.4,12.4,8,0.384,0.178,2,120,0,0,520,Risky
2728,53,35478.17,2.1,2.7,11,0.279,0.465,1,0,0,0,570,Very Poor
2729,56,101991.05,9.3,0.6,9,0.183,0.163,2,120,1,0,578,Very Poor
2730,39,56610.84,0.3,8.9,8,0.155,0.54,3,0,0,0,543,Risky
2731,30,235611.4,1.4,7.7,11,0.497,0.114,1,0,1,0,679,Fair
2732,33,86327.87,9.2,10.0,5,0.123,0.139,0,0,0,0,719,Good
2733,32,33258.75,0.2,40.0,7,0.302,0.315,0,0,1,0,734,Good
2734,28,10566.34,4.4,2.5,6,0.376,0.391,2,30,1,0,485,Risky
2735,23,18698.32,0.3,5.8,4,0.256,0.373,2,0,0,1,409,Risky
2736,21,9334.9,1.0,17.9,11,0.134,0.511,1,0,0,0,548,Risky
2737,53,35639.04,14.9,2.6,7,0.46,0.26,1,30,1,1,469,Risky
2738,21,36462.09,4.6,2.8,7,0.055,0.363,1,30,0,0,531,Risky
2739,35,13432.73,2.5,6.0,11,0.188,0.338,1,30,0,0,491,Risky
2740,21,44059.98,12.2,4.0,4,0.126,0.187,0,0,1,0,561,Very Poor
2741,21,51727.67,5.2,6.9,5,0.601,0.382,1,0,2,0,553,Very Poor
2742,55,15204.57,4.0,32.1,4,0.262,0.184,0,90,1,0,650,Poor
2743,46,248791.7,4.5,5.3,6,0.628,0.213,1,90,3,0,570,Very Poor
2744,50,46670.6,4.2,15.2,10,0.665,0.195,0,0,1,0,614,Poor
2745,38,13419.29,4.2,0.1,14,0.303,0.462,0,0,0,1,389,Risky
2746,38,104094.03,18.0,29.1,4,0.392,0.304,2,120,1,0,615,Poor
2747,37,24881.09,6.3,3.4,8,0.517,0.372,0,0,2,0,570,Very Poor
2748,52,42620.87,2.0,13.8,8,0.094,0.207,0,0,1,0,665,Fair
2749,30,71456.36,1.9,9.6,8,0.525,0.493,0,120,0,0,572,Very Poor
2750,70,49258.04,4.5,2.5,6,0.124,0.097,0,0,3,0,597,Very Poor
2751,48,26246.24,0.3,13.5,6,0.276,0.216,1,0,2,0,600,Very Poor
2752,52,55264.64,1.1,6.1,8,0.223,0.326,1,0,1,0,594,Very Poor
2753,42,130884.49,5.7,7.2,6,0.246,0.3,1,0,1,0,659,Fair
2754,32,60323.88,0.5,8.6,9,0.436,0.515,3,120,2,0,528,Risky
2755,44,17910.34,1.7,0.1,8,0.129,0.209,1,90,2,0,496,Risky
2756,47,66110.88,14.6,12.1,9,0.531,0.437,1,0,1,0,645,Poor
2757,44,46209.96,0.2,8.6,7,0.337,0.29,1,90,2,0,524,Risky
2758,21,36023.59,6.9,6.6,10,0.321,0.172,0,0,1,0,604,Poor
2759,43,160481.47,10.2,8.0,7,0.322,0.523,2,0,0,0,620,Poor
2760,52,68822.76,15.3,0.0,8,0.437,0.388,2,0,0,0,549,Risky
2761,33,51422.97,2.9,10.1,10,0.111,0.192,1,0,3,0,566,Very Poor
2762,42,121282.37,0.9,6.0,11,0.227,0.197,2,0,0,1,549,Risky
2763,51,41182.35,2.0,5.5,11,0.242,0.268,0,30,0,0,586,Very Poor
2764,44,51162.96,15.5,13.8,8,0.042,0.061,2,30,1,0,629,Poor
2765,47,11090.27,1.3,7.4,10,0.588,0.301,0,0,1,0,503,Risky
2766,46,88310.47,1.9,29.0,11,0.164,0.397,0,0,0,0,756,Excellent
2767,55,184541.22,2.6,7.2,10,0.361,0.29,0,0,5,0,600,Very Poor
2768,21,78724.04,0.2,1.9,6,0.287,0.305,0,120,0,0,545,Risky
2769,60,28640.9,0.3,1.0,7,0.156,0.185,3,60,1,0,467,Risky
2770,38,35044.02,1.1,0.3,9,0.286,0.209,1,0,1,1,470,Risky
2771,31,114060.02,5.5,36.9,7,0.569,0.626,0,0,1,0,774,Excellent
2772,43,77536.17,4.1,6.5,4,0.379,0.301,0,0,2,0,631,Poor
2773,21,32436.58,0.1,23.8,9,0.289,0.351,1,30,2,0,641,Poor
2774,49,15071.61,13.0,20.9,5,0.219,0.57,0,0,0,0,650,Poor
2775,43,74294.47,8.9,11.0,13,0.115,0.297,1,90,1,0,577,Very Poor
2776,41,33901.88,11.6,14.7,5,0.233,0.132,1,60,3,0,540,Risky
2777,52,66998.93,2.5,0.2,11,0.12,0.359,1,0,0,0,570,Very Poor
2778,48,85266.33,1.2,0.1,5,0.203,0.358,1,0,1,0,610,Poor
2779,47,60100.97,0.1,9.5,11,0.183,0.615,1,0,2,0,579,Very Poor
2780,40,71601.98,2.6,10.2,6,0.071,0.415,0,30,4,0,587,Very Poor
2781,41,75250.07,4.2,7.9,6,0.195,0.248,2,90,1,0,510,Risky
2782,36,33067.53,7.7,8.7,2,0.31,0.289,2,0,0,0,553,Very Poor
2783,33,31749.59,1.7,4.5,5,0.055,0.138,2,0,2,0,570,Very Poor
2784,29,150304.47,4.0,4.5,5,0.287,0.55,2,30,0,0,579,Very Poor
2785,51,19098.6,1.7,3.1,6,0.173,0.405,0,0,3,0,449,Risky
2786,46,32896.49,7.6,17.8,5,0.091,0.328,1,0,1,0,569,Very Poor
2787,61,48186.45,1.5,7.5,6,0.149,0.168,3,0,1,0,540,Risky
2788,48,140317.47,6.1,3.6,3,0.184,0.255,0,0,0,0,627,Poor
2789,39,31204.66,8.2,16.1,7,0.323,0.261,2,60,2,0,563,Very Poor
2790,47,30665.37,8.1,8.6,5,0.182,0.162,0,30,2,0,587,Very Poor
2791,21,41015.13,7.1,4.1,7,0.239,0.192,1,0,0,0,600,Very Poor
2792,39,20025.97,0.2,1.4,2,0.132,0.04,1,60,0,0,466,Risky
2793,39,13058.91,12.4,3.6,3,0.394,0.356,0,0,0,0,492,Risky
2794,41,17001.78,4.8,6.7,7,0.086,0.489,2,0,0,0,547,Risky
2795,32,16763.08,1.0,6.0,11,0.104,0.488,3,0,3,0,476,Risky
2796,52,9542.07,5.6,2.6,6,0.214,0.327,2,30,1,0,443,Risky
2797,21,28104.35,11.9,5.8,11,0.258,0.214,0,60,1,0,548,Risky
2798,53,84816.7,10.5,5.8,9,0.356,0.391,0,30,0,0,606,Poor
2799,49,129532.94,0.3,2.3,10,0.271,0.335,0,0,0,0,670,Fair
2800,32,27030.44,4.8,10.4,10,0.433,0.132,0,0,0,0,604,Poor
2801,32,30372.66,3.6,1.5,6,0.05,0.439,0,0,4,0,524,Risky
2802,40,11338.07,6.4,3.6,6,0.099,0.269,1,90,1,0,474,Risky
2803,35,97797.39,3.7,0.6,7,0.393,0.257,2,0,1,0,527,Risky
2804,36,33834.76,1.5,25.2,8,0.462,0.228,1,0,3,0,619,Poor
