transaction_id,amount,transaction_hour,day_of_week,merchant_category,distance_from_home,days_since_last_transaction,transaction_count_24h,is_international,is_fraud
3998,6245.11,7,0,retail,0.3,3.5364424482466705,1,0,0
4921,2258.14,13,0,retail,3.5,7.320834827567455,4,0,0
8665,43.92,18,4,entertainment,0.1,3.858476701253725,2,0,0
7272,317.12,20,5,transport,10.9,1.6085293682787665,1,0,0
5722,127.38,19,4,transport,2.6,5.45576392088516,2,0,0
8802,361.99,2,3,entertainment,0.2,0.4422959602982613,2,0,0
206,80.79,19,6,entertainment,4.6,1.9595758222231465,1,0,0
5791,110.7,22,2,retail,6.8,1.8410736291183087,2,0,0
3746,281.51,12,0,retail,2.2,1.9168023186340368,0,0,0
6298,85.96,8,3,transport,1.8,12.467270702222049,2,0,0
73,0.38,20,4,transport,0.9,3.7720496649022643,2,0,0
4605,13.95,23,0,food,5.6,9.839264840621487,2,0,0
5900,14.96,15,6,bills,7.6,3.72692075472996,1,0,0
1544,331.07,2,6,retail,3.3,4.588237612075693,1,0,0
5934,21.52,18,5,food,4.4,2.5239104428973587,1,0,0
568,168.31,22,5,retail,5.0,3.2521469827722336,3,0,0
7197,20.22,21,0,transport,11.3,5.50877099555797,0,1,0
1465,1.71,0,4,transport,3.7,1.2064730286516485,2,0,0
6732,39.28,19,4,bills,4.4,8.457328414429021,2,0,0
563,8.71,6,3,transport,0.2,2.538322265998132,3,0,0
2776,109.68,15,5,transport,10.2,4.326466053264223,2,0,0
221,37.42,22,5,transport,10.4,1.5098482492118888,2,0,0
314,32.4,10,4,entertainment,19.2,5.068250787220033,5,0,0
7824,104.13,10,4,food,10.0,0.7605417818904467,0,0,0
9598,249.06,13,3,retail,8.1,2.9058506616909785,0,0,0
5817,975.92,14,5,retail,4.7,1.4824168333620882,2,0,0
9274,54.05,11,1,food,10.1,7.761220123356949,2,0,0
6883,214.9,17,2,transport,2.4,0.4814491098220618,2,0,0
7512,125.07,15,2,food,2.3,1.0381065036072263,2,0,0
4765,127.35,9,2,entertainment,8.6,3.507602420424188,0,0,0
5785,93.48,16,0,entertainment,1.0,0.37081771603767644,4,0,0
8403,132.01,16,6,transport,2.2,1.0575600053811696,1,0,0
7598,35.18,20,0,retail,0.3,0.7318969673010822,2,0,0
3975,17.55,19,4,transport,8.5,0.3436119720831269,1,0,0
4818,112.66,2,4,retail,9.8,1.6756312996238671,2,0,0
5712,64.93,14,2,bills,2.5,3.3158242307631776,3,0,0
8726,58.22,11,5,bills,1.8,2.6926062442814667,4,1,0
1806,14.97,18,4,entertainment,0.6,4.978935148844335,2,0,0
2605,66.99,19,3,retail,4.5,1.0857459870314126,2,1,0
286,61.6,5,3,bills,2.2,0.3444817104612821,0,0,0
5189,8.81,23,3,food,7.4,0.5675964585139921,2,0,0
2124,68.38,9,3,retail,3.0,10.818839216367621,1,0,0
5546,17.12,13,5,food,9.0,9.375809068913886,2,0,0
2191,63.11,12,4,transport,2.9,2.269126880121351,2,0,0
9298,19.22,6,3,retail,1.3,3.5213011242010555,2,0,0
3944,5.35,16,6,bills,5.1,1.4619502877581034,4,0,0
4405,29.53,19,1,retail,11.5,11.182476662836798,2,0,0
8547,8.62,16,3,entertainment,0.0,1.6498849843384247,2,1,0
2475,102.69,8,1,retail,4.7,2.128679326026785,1,0,0
6761,149.62,4,2,transport,4.1,0.021736689202413048,2,0,0
4422,47.39,23,6,food,5.1,3.9352915536319495,1,0,0
479,84.07,14,6,transport,5.4,15.327117117925486,3,0,0
6804,42.12,11,6,retail,1.9,0.17707653130374737,3,1,0
3279,162.11,12,3,food,7.7,4.7455233991757195,2,0,0
2314,88.49,13,5,retail,0.3,6.014525537624445,1,0,0
1311,16.33,7,0,retail,8.2,2.4270209798911284,2,0,0
1171,258.59,20,2,food,20.3,2.722117100248112,1,0,0
8924,86.03,3,3,retail,14.3,0.5592423694701749,3,0,0
7308,89.47,16,1,transport,2.5,3.1160677843159754,2,0,0
3940,313.01,14,0,food,1.0,0.6507673509983019,2,0,0
1274,9.35,5,2,entertainment,2.5,2.9163175237170202,0,0,0
9763,65.12,15,3,bills,0.2,1.3117249691937736,4,0,0
4985,123.47,14,6,food,5.1,1.859839484857443,3,0,0
6195,78.92,9,2,bills,1.6,7.054034140265209,2,0,0
7955,16.77,17,2,retail,6.0,1.0989216164597089,2,0,0
4097,78.46,16,0,entertainment,6.0,2.245820016936989,1,0,0
9818,126.59,8,2,transport,99.7,96.6972978228475,9,0,1
9350,115.78,16,1,food,0.2,4.353206116119782,3,0,0
4515,17.47,3,6,bills,4.5,3.5456118440518702,1,0,0
6571,29.38,12,0,food,4.3,12.53529714663539,3,0,0
6159,5.98,13,1,bills,2.8,0.3330273374637838,3,0,0
5157,64.46,9,0,retail,0.2,14.23473333716008,2,0,0
5201,43.11,15,1,entertainment,5.7,7.125161180704325,1,0,0
5506,90.26,15,1,bills,4.5,7.120828099090009,2,0,0
2894,12.63,13,0,entertainment,7.6,0.5433265077205776,1,0,0
2349,20.41,10,6,retail,13.8,3.254522520973584,4,0,0
3395,146.38,8,4,food,0.3,1.1684414436938861,0,0,0
7898,183.82,18,2,food,0.0,1.2077606438773416,0,0,0
6077,331.02,18,6,entertainment,4.3,5.545142857570586,2,1,0
1495,71.27,1,4,bills,12.5,0.7489123361724506,1,0,0
3127,68.02,19,4,bills,1.4,2.7449460686827436,1,0,0
7677,18.82,21,3,retail,7.7,0.952694013310869,0,0,0
3694,19.79,22,3,entertainment,4.3,1.7491888102768558,1,0,0
4325,164.88,0,1,retail,2.4,4.971168254022972,4,0,0
4514,39.13,15,1,transport,7.9,4.30637283098622,2,0,0
8008,53.17,22,0,food,4.5,2.443847860369319,2,0,0
7888,115.04,5,0,retail,2.9,0.8164486154757248,2,0,0
9057,445.71,15,0,bills,0.9,1.736106619060731,2,0,0
2598,61.21,11,5,bills,21.6,0.36273477322897724,1,0,0
6490,90.2,3,0,bills,4.1,0.8268638139953277,2,0,0
6119,116.66,21,3,retail,2.8,4.93735953033177,2,0,0
9713,313.89,23,5,bills,8.2,3.5238667041196767,1,0,0
89,164.79,23,3,entertainment,1.1,0.38115849181991673,2,0,0
9357,19.26,13,1,bills,2.4,3.095064853220618,5,0,0
7460,16.13,8,1,food,1.1,0.8490231271500819,1,0,0
1818,16.05,16,0,retail,0.4,2.4992299723998337,1,0,0
6274,77.8,19,5,retail,5.4,1.5846169166463473,0,0,0
1874,16.35,16,3,bills,1.7,3.058260651248921,7,0,0
9389,21.81,19,1,retail,15.6,4.646577838424575,3,0,0
4200,66.13,22,5,food,7.2,0.7331139263737024,4,0,0
3166,102.7,20,5,entertainment,5.1,2.991239446469455,2,0,0
1336,4.54,22,6,bills,0.8,3.923679132240699,3,0,0
9117,157.53,15,4,food,0.8,5.698808819856621,2,0,0
2872,28.6,17,4,entertainment,23.2,2.8461171732077677,2,0,0
920,40.41,17,2,food,7.4,5.4136283548828885,3,0,0
1281,328.02,13,1,bills,2.8,7.5748063798835155,1,0,0
8889,98.02,17,0,entertainment,0.7,8.807918704167454,0,1,0
5021,41.64,21,3,bills,1.4,0.07993558051353004,0,1,0
1172,30.35,13,4,bills,0.5,0.03577895709108342,1,0,0
3244,39.59,18,0,transport,0.3,1.9252639505513653,2,0,0
7367,176.68,3,4,food,0.5,5.096479419023983,1,0,0
8250,20.72,8,6,retail,0.8,0.6015788063357936,2,0,0
9914,177.36,8,4,retail,281.5,10.685235818884877,8,1,1
556,616.84,17,0,entertainment,2.2,0.08416374032750057,3,0,0
3306,13.38,17,2,entertainment,3.2,10.10199075834017,2,0,0
426,15.18,12,6,food,3.7,4.911338893080059,3,0,0
1843,35.88,19,6,retail,5.7,1.0500929030008408,4,0,0
385,149.18,13,6,retail,2.5,0.6285917194746451,2,1,0
7033,52.53,9,0,entertainment,4.7,0.5695920120732018,2,0,0
1994,45.38,12,5,bills,1.4,4.30240796739595,2,0,0
8431,26.52,20,1,food,1.0,0.35426101664710274,0,0,0
6665,56.51,20,3,retail,0.3,2.215892222842159,0,0,0
4501,62.6,11,5,transport,12.4,2.793925507360403,1,0,0
3386,65.42,6,2,entertainment,0.7,1.6367963806774957,2,0,0
100,133.57,11,0,transport,21.2,1.8410562738129672,3,0,0
909,146.41,1,6,retail,0.5,3.600861167153126,4,0,0
4804,1198.69,13,0,transport,4.7,1.379812401240658,3,0,0
5480,35.46,10,2,retail,3.1,1.0139446955562736,1,0,0
6316,37.48,18,6,food,0.5,0.41661468086447184,2,0,0
5827,52.52,6,6,food,1.5,5.475488992222806,3,0,0
3980,178.1,13,2,entertainment,3.6,1.5029050422703079,3,1,0
7462,306.01,16,2,entertainment,11.0,2.8117216877450915,2,0,0
9748,125.29,9,2,retail,7.2,3.5888853120988395,3,0,0
8068,32.25,22,1,entertainment,3.5,3.2705702786000934,1,0,0
9579,10.73,8,5,food,3.3,2.4490182104037923,1,0,0
9616,11.15,18,1,bills,3.0,0.1639269724953791,2,0,0
3033,123.06,15,5,food,2.1,0.21568474047762012,2,0,0
6584,16.72,10,6,entertainment,9.1,0.18363339071149992,0,0,0
4942,5.14,21,3,bills,0.7,1.59614014806655,1,0,0
5539,19.41,10,6,food,4.4,3.759878648734362,1,0,0
6898,23.08,8,3,entertainment,0.8,0.679262211076638,0,0,0
6256,11.53,17,0,retail,1.2,0.26366549764846586,3,0,0
5685,5.27,21,1,transport,1.3,1.1904532557652077,1,0,0
3406,8.11,12,5,entertainment,1.7,6.77852581046949,2,0,0
5462,150.45,12,0,bills,7.0,6.53307278748151,2,0,0
6081,87.64,16,4,entertainment,2.5,0.11259127363363086,1,0,0
4360,405.48,10,4,food,14.5,0.4214529185665906,3,0,0
4952,1305.43,4,5,entertainment,19.5,6.627693343676027,2,0,0
8120,14.18,20,0,food,0.8,0.9126555893087593,0,0,0
2220,208.97,14,5,retail,1.4,2.8487862818650336,8,0,0
83,128.23,12,0,food,4.8,9.328191358502577,1,0,0
227,77.35,23,4,bills,0.0,0.3599910044872998,2,0,0
2669,14.92,23,2,entertainment,3.0,0.028594606226224634,0,0,0
9046,97.94,9,6,transport,4.9,3.4459777237461138,1,0,0
2412,2.65,20,3,bills,0.7,0.11710447949424904,0,0,0
8810,77.97,11,0,retail,1.3,1.8854096071066544,1,0,0
1620,126.76,21,5,entertainment,9.9,3.953344986090171,2,0,0
1641,284.6,3,4,bills,5.8,2.3313931877191387,2,0,0
4308,37.79,9,1,food,3.6,1.990737120919155,5,0,0
4839,12.35,9,4,food,4.0,2.1171369008442076,2,0,0
6689,5.9,16,2,transport,4.0,0.40599709876441364,3,0,0
281,56.36,7,6,retail,6.3,0.90131498899354,1,0,0
5384,55.81,10,1,food,1.0,0.7488585332742319,6,0,0
5799,59.22,6,5,retail,18.7,0.03670922330915232,4,0,0
1195,56.64,22,1,retail,0.7,0.06801881412073738,4,0,0
2718,625.63,9,2,bills,6.5,4.403058984059373,1,0,0
8781,102.53,19,4,entertainment,3.1,0.6666678171919006,0,0,0
6995,7.76,22,3,transport,5.7,4.122733946189962,1,0,0
7564,78.09,17,1,food,11.2,5.908132106229324,4,0,0
9341,246.71,12,3,retail,10.9,2.8161535147636183,1,0,0
8607,18.28,6,4,entertainment,4.1,2.4870348105370215,4,0,0
4076,71.43,13,0,transport,13.5,8.61678944835647,1,0,0
5376,183.02,21,5,retail,3.6,0.9161744386947815,1,0,0
5798,2.44,8,5,bills,0.9,4.44327623886039,2,0,0
7209,848.95,10,1,food,2.2,0.6761175997661844,4,1,0
9119,42.6,14,4,retail,5.6,1.2148347305899918,3,0,0
6876,129.57,14,1,transport,3.1,1.351892162658759,2,0,0
2820,127.36,22,2,entertainment,9.5,2.4459960303293657,6,0,0
7788,69.5,19,4,retail,2.8,1.840642523433679,6,0,0
3106,306.22,19,2,transport,17.4,6.790274047438234,1,0,0
9428,218.05,20,2,transport,0.8,2.944843438713466,2,0,0
8098,646.8,16,4,bills,2.6,3.037291349772792,2,0,0
5636,29.86,18,4,food,16.0,2.602977662165598,2,0,0
5416,137.76,21,1,transport,0.4,0.9374593843303547,0,0,0
3582,77.15,18,0,transport,2.5,4.202141093015912,4,0,0
388,245.92,3,3,entertainment,0.6,0.7058636085374076,1,0,0
7988,819.21,15,1,retail,7.3,1.3533011785649562,3,0,0
5682,60.27,23,5,transport,2.9,0.005511035590784025,1,0,0
8737,2151.39,20,5,bills,6.5,7.326253485265498,1,0,0
6812,2.74,18,2,food,3.7,5.208473297985755,0,0,0
2740,30.52,10,1,bills,2.8,2.4401615100993346,1,0,0
4825,6.97,19,1,bills,0.9,3.2155938840705733,1,0,0
3928,98.1,21,4,transport,3.9,0.9997944754167445,2,0,0
7190,62.57,13,6,bills,8.4,1.3992238743961583,0,0,0
8110,5.13,16,1,bills,3.1,4.857680678878854,2,0,0
112,68.98,11,4,retail,1.7,1.680262492584151,3,0,0
2876,323.66,14,4,transport,4.9,4.394141443575004,3,0,0
5288,1.03,16,2,retail,10.3,6.4814604338596356,1,0,0
3703,199.98,14,4,food,1.6,0.1423007877601189,3,0,0
34,296.38,12,2,entertainment,1.9,2.2504936718110313,1,0,0
4646,27.32,17,0,retail,0.4,0.6822199439993493,3,0,0
5497,26.44,9,5,bills,3.7,1.9443135797649465,1,0,0
4634,53.74,11,3,entertainment,3.1,2.1594664117460223,4,0,0
3322,4.77,13,0,bills,3.4,5.056016325057071,0,0,0
8819,372.05,23,2,retail,3.4,1.0611633714034026,1,0,0
2201,10.07,20,6,bills,4.7,0.15017395518584298,3,0,0
4797,110.63,9,2,entertainment,2.8,3.5655475973112205,3,0,0
259,28.07,16,0,bills,3.4,8.44108720395863,2,0,0
7745,41.45,7,6,food,13.7,7.92944654214988,2,0,0
5491,22.25,19,4,food,14.9,0.9240315918446256,3,1,0
3010,52.6,18,1,transport,4.4,0.04456382971892811,1,0,0
2893,48.82,19,1,bills,2.3,2.437996724223585,1,0,0
712,18.69,9,6,food,0.3,3.094344612998451,1,0,0
6140,41.01,23,2,transport,0.1,1.8259632882416648,1,0,0
3277,192.4,6,3,bills,0.4,3.781558958690511,0,0,0
3905,20.01,4,3,retail,4.8,1.6714500246369246,7,0,0
4728,208.22,20,6,transport,0.5,1.8662569951110362,1,1,0
4063,36.36,19,6,entertainment,1.1,1.0612736369177718,1,0,0
9295,128.75,18,5,transport,3.0,11.389945023441989,0,0,0
1221,23.64,15,6,transport,0.2,5.432288251841377,1,1,0
6508,6.69,16,0,transport,15.1,0.33387604299710877,0,0,0
2791,19.34,11,6,food,4.3,5.885482924998564,3,0,0
8719,6.51,22,5,bills,1.4,7.968645742601816,2,0,0
1031,51.68,13,6,food,3.0,5.688670446734566,1,0,0
844,195.21,16,0,food,3.7,1.796685956044983,5,0,0
6314,152.19,5,1,retail,2.5,2.666322333903789,2,0,0
2427,102.4,7,0,bills,1.4,3.3786890067591666,2,0,0
8866,10.04,6,6,entertainment,5.4,1.6478208464820483,1,0,0
3142,8.07,0,5,transport,1.7,6.219960149337923,2,0,0
224,11.27,12,6,bills,3.3,0.5844404244519112,3,0,0
9137,112.73,20,5,transport,7.7,9.282902008295412,1,0,0
2706,131.08,20,6,retail,11.2,5.058868360410086,2,0,0
2806,15.09,18,2,bills,9.9,2.045612556430393,1,0,0
6006,42.12,21,3,retail,4.7,0.6351340095457808,1,0,0
9660,145.99,19,6,food,6.4,5.9732295043596775,0,0,0
2646,61.55,9,5,bills,4.7,6.162551839618207,7,0,0
2216,6.95,18,5,retail,0.1,0.653485548624253,4,0,0
540,2.23,17,6,bills,4.0,0.38173677248858484,0,0,0
7873,1403.81,4,3,food,0.4,6.98674943795937,3,0,0
4733,137.35,17,6,food,2.1,6.908774003901823,2,0,0
9767,306.12,16,4,food,8.0,0.6664547368644383,2,0,0
2036,196.73,7,0,entertainment,4.0,1.7715336019410444,2,0,0
8091,107.86,18,3,food,16.7,0.05024920821550293,1,0,0
6993,30.26,23,0,bills,1.2,5.018327363135215,1,0,0
5812,7.48,11,6,transport,3.5,10.956747687651136,2,0,0
6083,28.91,15,1,entertainment,5.4,1.806879253950349,3,0,0
8751,158.63,16,0,retail,12.2,1.6078659264980355,1,0,0
4402,16.97,10,3,bills,0.0,4.045815146131065,1,0,0
7482,10.89,13,4,bills,1.4,11.136840400475814,2,0,0
6730,220.59,19,0,food,2.6,0.7515611981271952,1,0,0
7416,1.54,21,4,transport,2.6,3.4664935663185847,1,0,0
2386,257.53,13,3,transport,9.9,3.576485258342866,0,0,0
4899,34.22,21,4,entertainment,5.3,1.3901756142173214,2,0,0
579,16.82,6,6,entertainment,6.3,1.8248704770617188,4,0,0
5741,89.19,12,1,food,2.2,4.022389998281317,3,0,0
10000,833.02,20,6,entertainment,120.1,4.438131482226398,10,0,1
7305,10.66,15,5,transport,11.0,1.2573759049301307,6,0,0
5179,15.19,11,0,transport,10.2,8.154096809137084,1,0,0
2566,11.55,20,5,food,0.7,0.029694392896166842,1,0,0
8301,81.19,0,5,food,0.3,3.448250862695562,2,0,0
6332,64.31,7,5,retail,9.9,1.9542837118286025,2,0,0
8858,5.63,14,5,bills,0.0,0.6407551965050985,2,0,0
9834,687.33,6,6,entertainment,402.7,4.784682910766456,6,0,1
1266,245.45,18,6,transport,8.5,0.9183627627501249,3,0,0
8687,7.29,19,5,food,4.8,4.613232849818116,2,0,0
1682,27.21,3,0,entertainment,4.0,0.4508381370475406,3,0,0
7852,44.43,20,0,transport,10.9,0.47108761955723155,1,0,0
2606,1026.06,12,5,entertainment,0.6,3.8336713452421223,2,0,0
8575,10.8,9,0,food,0.1,8.688786322859855,0,0,0
3262,691.97,11,5,retail,5.0,1.0769353113271014,1,0,0
2594,10.03,19,5,transport,3.0,3.5901847737401456,2,0,0
5966,123.13,16,6,bills,1.3,1.195665410549359,5,0,0
3113,28.1,10,3,food,5.5,0.049890849294927916,2,0,0
159,1927.33,18,4,bills,0.1,5.092908221477399,2,1,0
5321,3224.71,10,5,bills,1.9,1.6106343758180675,1,0,0
1914,142.23,14,2,food,32.4,3.2525280680624613,4,0,0
8717,43.36,16,0,retail,7.5,0.8771667676244668,0,0,0
5535,19.33,16,6,entertainment,8.8,2.985188562590525,0,0,0
8497,10.16,4,4,retail,2.3,3.083675973400277,1,0,0
8442,15.21,20,5,retail,0.0,4.451189809104372,1,0,0
1965,22.24,13,0,entertainment,0.8,14.175318178846332,0,0,0
4061,4.18,18,0,entertainment,2.3,4.494706909215529,2,1,0
686,41.66,18,4,retail,5.5,0.5859378021112553,1,0,0
2604,71.47,17,2,food,0.4,3.773245426212825,2,0,0
2889,8.11,11,0,food,1.3,3.7052413835044007,5,0,0
7589,19.41,18,0,retail,6.1,4.058537441878669,2,0,0
2155,16.25,19,1,food,6.7,1.2450050107433213,0,0,0
9550,7.34,20,4,transport,2.7,1.3888354920855288,0,0,0
5370,29.98,20,5,retail,1.2,2.187849182962975,1,0,0
6619,115.68,21,1,retail,0.1,2.811696405351413,0,0,0
1209,13.51,11,4,bills,4.4,3.067640447387504,1,0,0
5320,11.08,12,4,retail,11.4,0.4889850840450351,2,0,0
9442,36.75,14,1,transport,6.9,2.1927403882559577,2,0,0
8940,11.89,20,6,entertainment,1.3,1.7026757313268468,0,0,0
4803,122.21,7,0,food,6.5,1.0707589866818146,1,0,0
5582,409.13,18,6,retail,0.2,0.9960573019353356,0,0,0
2661,69.14,19,3,transport,20.2,2.4028353928966864,2,1,0
5239,6.14,15,3,retail,1.2,1.4435099505105238,3,0,0
6293,107.41,19,4,transport,5.5,0.35053750192417826,3,0,0
6162,11.1,6,1,food,6.4,9.17716819230194,1,0,0
7314,5.54,11,6,transport,0.7,1.4217313285694377,2,0,0
7872,16.78,12,6,transport,7.5,5.434307870746377,3,0,0
8025,35.19,18,6,retail,6.0,2.5367869161069336,4,0,0
5244,33.65,10,4,food,0.6,2.263518299217345,3,0,0
4828,919.42,6,1,food,12.9,2.5160353527445753,2,0,0
3280,237.81,23,3,transport,7.9,0.9283809176821695,0,0,0
8318,5.79,21,2,retail,3.7,3.0069533388439935,5,0,0
9025,229.91,19,5,transport,1.7,2.067110037139849,3,0,0
7841,372.61,13,4,retail,4.7,0.7453409063687733,1,0,0
7860,28.76,12,2,entertainment,9.6,2.954135238629644,0,0,0
7127,69.91,22,5,food,0.4,0.8119136246568662,0,0,0
6610,233.99,12,4,entertainment,8.3,1.3908647079204348,5,0,0
2502,51.5,14,1,entertainment,3.3,0.572631650533537,1,0,0
9566,7.15,2,5,transport,14.1,3.413581136270153,1,0,0
9253,213.52,7,5,entertainment,14.5,1.683220698610933,3,0,0
1182,8.86,7,5,entertainment,3.8,5.825685846795035,5,0,0
9943,61.5,3,6,food,286.1,1.6384055778689999,7,1,1
5449,28.0,10,5,retail,0.4,13.477924297280005,1,0,0
8304,26.5,12,0,transport,4.9,5.726626618690225,3,0,0
4277,1.03,18,5,bills,10.3,0.07379031393239747,2,0,0
2309,92.23,23,4,transport,1.0,14.404118428604363,1,0,0
5610,122.27,21,3,bills,13.1,4.721035732922367,3,1,0
3022,53.77,10,1,food,0.5,6.341886757224293,5,0,0
9827,11757.44,23,6,entertainment,455.9,7.862139974126484,11,1,1
3151,38.45,10,5,bills,7.7,17.037155223580406,3,0,0
6223,12.17,16,6,food,7.5,5.270085219588918,2,0,0
9963,843.39,20,5,entertainment,318.9,27.52928572871723,14,1,1
6182,19.41,13,0,entertainment,1.0,2.5990655274995187,1,0,0
5428,415.32,19,3,transport,8.2,2.3100022808850693,2,0,0
2623,120.37,21,4,transport,3.4,1.730347061760246,0,0,0
3484,1843.88,9,3,entertainment,9.9,11.448394296475279,2,0,0
9236,13.96,12,0,bills,11.1,0.2212875435695904,2,0,0
9899,109364.2,7,1,food,284.8,46.56234303037055,12,0,1
1504,248.62,11,1,food,0.3,7.5774827325358505,1,0,0
4114,31.28,18,6,food,4.9,0.18722408177115657,2,0,0
6905,34.65,0,4,bills,0.4,3.577804370960303,2,0,0
5032,32.86,14,1,entertainment,8.2,0.29764593146329704,1,0,0
8346,850.18,9,0,entertainment,7.0,0.6697617325658631,3,1,0
6061,14.51,4,0,entertainment,9.9,5.737983931057715,1,0,0
6270,17.66,3,4,retail,2.1,0.8822424792210986,1,0,0
9061,26.99,17,3,retail,13.9,0.6092238047185311,4,0,0
7829,115.67,20,2,food,5.1,0.6316101010615789,1,0,0
4735,24.09,4,4,entertainment,6.9,10.180153901477137,1,0,0
7457,57.57,21,4,entertainment,1.1,0.590012288366509,0,0,0
9945,75.31,5,6,bills,781.3,5.1730194402603775,10,0,1
5095,43.55,13,4,food,3.4,3.1856069737012165,1,0,0
1147,1217.1,17,6,entertainment,1.6,1.2968484792540196,1,0,0
6085,19.14,21,1,entertainment,8.8,8.352274198135827,2,0,0
6027,194.14,17,1,bills,5.7,2.206770129701987,1,0,0
3736,40.37,7,3,retail,4.3,3.0190228274470368,2,0,0
2105,91.91,21,3,retail,2.0,2.5879575533516936,1,0,0
9924,827.44,0,2,retail,300.7,33.056875975872266,7,1,1
2031,27.32,14,0,food,2.1,1.8298142697550586,2,1,0
5041,29.95,21,1,food,3.8,1.889954081192312,0,0,0
2737,42.26,1,0,entertainment,0.0,5.5212730994827215,2,0,0
9337,33.02,9,4,transport,5.3,3.1805442474346504,2,0,0
8426,432.71,9,5,entertainment,16.2,11.97845393386764,2,0,0
7574,17.76,13,1,retail,4.4,0.2857459241126747,0,0,0
299,32.43,12,2,retail,4.4,3.8391621032014305,3,0,0
8108,163.78,23,5,transport,0.3,3.107728778344619,2,0,0
8861,110.56,7,2,food,4.6,8.419478325536105,4,0,0
5643,104.45,17,6,bills,10.6,4.316435211426143,2,0,0
8815,54.27,9,0,transport,8.9,0.06482901087362836,3,0,0
7833,17.6,13,4,entertainment,6.2,2.0428790106599015,1,0,0
5039,52.81,18,0,retail,0.1,4.836464583328899,1,0,0
7113,58.57,16,2,food,1.2,3.0036010062848435,2,0,0
8446,230.48,9,6,bills,7.9,6.3039940612724354,1,0,0
4332,13.01,19,0,retail,1.4,0.768658285714753,3,0,0
8217,19.67,9,1,entertainment,0.6,1.1869368103217148,0,0,0
4378,196.86,19,2,entertainment,7.6,1.7454663921274265,2,0,0
963,45.89,10,1,entertainment,24.0,2.908529066599205,1,0,0
6199,12.13,17,2,transport,2.4,1.1286847592138733,3,0,0
6870,150.86,13,4,food,30.0,0.15852054534933352,1,0,0
1362,148.63,23,1,transport,3.7,3.523223969407643,2,0,0
4907,36.47,19,2,entertainment,5.0,2.8069951463604803,2,0,0
4973,299.47,8,2,entertainment,13.5,3.0810309954668806,3,0,0
5472,30.32,10,1,food,3.5,0.5142831853104548,0,0,0
8506,76.36,17,4,transport,1.4,2.957247370688231,3,0,0
6590,238.52,17,6,retail,8.6,0.39664039927746647,1,0,0
2591,272.46,12,2,food,12.9,1.108998714668332,2,0,0
213,3.15,10,3,entertainment,2.7,2.7668776065052882,2,0,0
4601,29.77,19,3,transport,3.4,2.601419852703135,1,0,0
554,53.38,6,4,transport,6.5,11.046269667869051,4,0,0
4837,131.42,10,5,entertainment,7.5,0.44233103184859657,2,0,0
4030,26.21,11,0,entertainment,10.5,1.137776369724334,3,0,0
2565,198.6,18,4,bills,2.5,2.927516733709796,1,0,0
5565,101.77,12,0,bills,0.5,3.840221294827937,2,0,0
1497,16.28,10,4,transport,6.5,6.3314620751444,0,0,0
7869,54.65,20,6,retail,6.0,2.0907674765884834,1,1,0
4998,448.64,6,4,bills,1.2,0.17402062070965263,1,0,0
7084,12.77,21,3,bills,7.8,6.105670370600837,0,0,0
5984,16.32,5,6,transport,13.5,1.1117780906365324,0,0,0
4283,157.02,20,6,transport,2.3,2.543195248997148,1,0,0
8054,78.5,17,6,entertainment,0.8,0.25020413987722984,2,1,0
1484,15.01,15,4,food,5.9,0.70417856201198,2,0,0
6726,15.63,15,1,food,5.7,1.7656639360774857,1,0,0
7712,92.88,17,3,retail,7.4,0.07921252562679111,1,0,0
3508,25.89,17,3,transport,0.6,1.8883313833313902,3,0,0
3942,69.3,10,0,retail,1.8,0.5791191982774151,1,0,0
7198,74.18,14,0,retail,3.6,5.926576567117132,5,0,0
4172,22.43,9,0,retail,1.1,4.790411852129859,3,0,0
9583,20.71,16,2,transport,11.5,1.394181759304188,2,0,0
6236,57.03,12,3,retail,6.6,8.889090283573445,3,0,0
8891,260.51,9,2,transport,9.5,5.161639722705205,3,0,0
2094,80.76,10,3,entertainment,1.2,1.6156978260459125,1,0,0
2012,16.13,12,2,retail,3.3,0.40978734863516597,2,0,0
2590,126.88,18,0,food,1.2,0.3789821161347541,3,0,0
2480,24.44,20,3,retail,2.8,5.048751962815226,3,0,0
8917,177.37,15,5,bills,1.9,2.0798304003701302,1,0,0
4291,327.27,13,2,bills,2.5,0.7227836919867967,2,1,0
3704,213.73,18,2,transport,1.9,0.9891797673801821,1,0,0
6672,82.85,19,1,retail,8.1,2.481762705787757,1,0,0
8613,107.45,1,6,transport,3.5,0.05632881360886986,1,0,0
604,15.3,12,0,entertainment,1.2,2.034894221254736,4,0,0
6208,183.24,11,5,retail,6.7,4.45969525206242,0,1,0
7048,220.16,9,1,entertainment,0.1,0.47223587892809205,2,0,0
5338,194.05,16,0,bills,2.6,0.6774842230177907,1,0,0
5568,11.38,17,5,retail,1.3,4.190889997409478,1,0,0
821,3.48,8,3,retail,8.7,4.819718196502194,1,0,0
9092,63.92,13,6,transport,8.5,4.262666174297769,2,0,0
3060,59.58,11,5,transport,11.5,2.349845389221038,1,0,0
1420,37.29,17,1,food,1.2,0.1278236741573959,1,0,0
925,26.96,12,0,entertainment,2.1,10.237547487086285,1,0,0
1893,361.19,9,3,bills,3.6,1.5448429423346397,2,0,0
3573,308.44,20,4,food,0.2,1.4249028182516748,3,0,0
2589,835.23,19,1,bills,1.3,4.111308131241399,1,0,0
